PERÍODO;EMPRESA;LOCALIDAD;PROVINCIA;INSUMO;CUPO TOTAL ASIGNADO ;PRODUCCIÓN ;VENTAS TOTALES ;PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA (antes AXION ENERGY ARGENTINA S.A.);PETROBRAS ARGENTINA S.A.;FOX PETROL S.A.;REFINERÍA DEL NORTE S.A.;SHELL ARGENTINA C.A.P.S.A.;YPF S.A.;ENERGÍA Y DERIVADOS DEL PETRÓLEO S.A.;OIL COMBUSTIBLES S.A.;TRAFIGURA ARGENTINA S.A.;REFI PAMPA S.A.;;
nov-18;DIASER S.A.;SAN LUIS;SAN LUIS;MAÍZ;7.960 ;8.009 ;7.992 ;0 ;0 ;0 ;0 ;0 ;7.992 ;0 ;0 ;0 ;0 ;;
nov-18;ENERGÍAS ECOLÓGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;700 ;0 ;108 ;70 ;0 ;0 ;0 ;37 ;0 ;0 ;0 ;0 ;0 ;;
nov-18;FRONTERITA ENERGÍA S.A.;FAMAILLÁ;TUCUMÁN;CAÑA DE AZÚCAR;3.174 ;1.467 ;2.093 ;1.233 ;0 ;0 ;0 ;0 ;860 ;0 ;0 ;0 ;0 ;;
nov-18;PROMAÍZ S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;12.935 ;14.168 ;13.046 ;2.422 ;0 ;0 ;0 ;2.397 ;7.423 ;0 ;0 ;803 ;0 ;;
nov-18;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.660 ;1.369 ;1.198 ;0 ;0 ;0 ;0 ;614 ;584 ;0 ;0 ;0 ;0 ;;
nov-18;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;5.551 ;5.558 ;5.587 ;1.498 ;0 ;0 ;148 ;589 ;3.352 ;0 ;0 ;0 ;0 ;;
dic-18;ACA BIO COOPERATIVA LTDA.;VILLA MARÍA;CÓRDOBA;MAÍZ;13.216 ;14.494 ;13.255 ;2.498 ;0 ;0 ;0 ;2.791 ;6.395 ;0 ;0 ;1.498 ;74 ;;
dic-18;BIO ATAR S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;5.277 ;5.492 ;6.214 ;1.582 ;0 ;0 ;579 ;3.027 ;1.025 ;0 ;0 ;0 ;0 ;;
dic-18;BIO LEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;9.104 ;7.764 ;6.804 ;797 ;0 ;0 ;0 ;2.189 ;3.818 ;0 ;0 ;0 ;0 ;;
dic-18;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;0 ;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;
dic-18;BIOENERGÉTICA LEALES S.A.;LEALES;TUCUMÁN;CAÑA DE AZÚCAR;1.593 ;1.320 ;1.702 ;935 ;0 ;0 ;0 ;73 ;694 ;0 ;0 ;0 ;0 ;;
dic-18;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;3.237 ;0 ;2.428 ;301 ;0 ;0 ;190 ;0 ;1.936 ;0 ;0 ;0 ;0 ;;
dic-18;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;3.425 ;3.258 ;3.203 ;1.070 ;0 ;0 ;0 ;0 ;2.133 ;0 ;0 ;0 ;0 ;;
dic-18;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;7.082 ;8.530 ;7.114 ;756 ;0 ;0 ;0 ;1.740 ;4.258 ;0 ;0 ;289 ;72 ;;
dic-18;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;2.500 ;0 ;2.524 ;0 ;0 ;0 ;787 ;0 ;1.663 ;0 ;0 ;0 ;73 ;;
dic-18;COMP. BIOENERG. LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;10.500 ;10.944 ;11.385 ;846 ;0 ;0 ;348 ;758 ;8.218 ;0 ;0 ;1.178 ;36 ;;
dic-18;DIASER S.A.;SAN LUIS;SAN LUIS;MAÍZ;8.130 ;8.133 ;8.149 ;0 ;0 ;0 ;0 ;0 ;8.149 ;0 ;0 ;0 ;0 ;;
dic-18;ENERGÍAS ECOLÓGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;700 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
dic-18;FRONTERITA ENERGÍA S.A.;FAMAILLÁ;TUCUMÁN;CAÑA DE AZÚCAR;3.272 ;913 ;1.299 ;362 ;0 ;0 ;0 ;0 ;936 ;0 ;0 ;0 ;0 ;;
dic-18;INGENIO Y REFINERÍA SAN MARTIN DEL TABACAL S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;6.838 ;7.908 ;6.852 ;299 ;0 ;0 ;0 ;5.716 ;838 ;0 ;0 ;0 ;0 ;;
dic-18;PROMAÍZ S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;13.650 ;14.123 ;13.666 ;2.473 ;0 ;0 ;0 ;2.505 ;7.704 ;0 ;0 ;983 ;0 ;;
dic-18;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.583 ;75 ;1.529 ;0 ;0 ;0 ;0 ;583 ;946 ;0 ;0 ;0 ;0 ;;
dic-18;VICENTIN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;6.300 ;6.653 ;6.284 ;1.792 ;0 ;0 ;112 ;580 ;3.800 ;0 ;0 ;0 ;0 ;;
ene-19;ACA BIO COOPERATIVA LTDA.;VILLA MARÍA;CÓRDOBA;MAÍZ;12.067 ;13.434 ;12.098 ;2.373 ;0 ;0 ;0 ;1.983 ;6.456 ;0 ;0 ;1.212 ;73 ;;
ene-19;BIO ATAR S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;4.723 ;6.484 ;6.461 ;1.841 ;0 ;0 ;607 ;3.502 ;511 ;0 ;0 ;0 ;0 ;;
ene-19;BIO LEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;8.802 ;8.985 ;8.811 ;1.287 ;0 ;0 ;0 ;2.843 ;4.680 ;0 ;0 ;0 ;0 ;;
ene-19;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;0 ;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;
ene-19;BIOENERGÉTICA LEALES S.A.;LEALES;TUCUMÁN;CAÑA DE AZÚCAR;1.499 ;1.879 ;1.411 ;1.013 ;0 ;0 ;0 ;145 ;253 ;0 ;0 ;0 ;0 ;;
ene-19;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;3.189 ;0 ;1.283 ;150 ;0 ;0 ;290 ;0 ;844 ;0 ;0 ;0 ;0 ;;
ene-19;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;3.425 ;2.393 ;3.259 ;1.553 ;0 ;0 ;0 ;0 ;1.706 ;0 ;0 ;0 ;0 ;;
ene-19;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;6.079 ;5.129 ;6.057 ;911 ;0 ;0 ;0 ;1.099 ;3.652 ;0 ;0 ;322 ;73 ;;
ene-19;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;2.500 ;0 ;2.624 ;0 ;0 ;0 ;520 ;0 ;1.993 ;0 ;0 ;0 ;110 ;;
ene-19;COMP. BIOENERG. LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;9.405 ;10.764 ;10.091 ;915 ;0 ;0 ;430 ;0 ;7.527 ;0 ;0 ;1.220 ;0 ;;
ene-19;DIASER S.A.;SAN LUIS;SAN LUIS;MAÍZ;7.997 ;8.008 ;8.012 ;0 ;0 ;0 ;0 ;0 ;8.012 ;0 ;0 ;0 ;0 ;;
ene-19;ENERGÍAS ECOLÓGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;700 ;0 ;283 ;283 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
ene-19;FRONTERITA ENERGÍA S.A.;FAMAILLÁ;TUCUMÁN;CAÑA DE AZÚCAR;1.200 ;0 ;778 ;604 ;0 ;0 ;0 ;0 ;174 ;0 ;0 ;0 ;0 ;;
ene-19;INGENIO Y REFINERÍA SAN MARTIN DEL TABACAL S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;7.220 ;0 ;7.871 ;298 ;0 ;0 ;0 ;5.004 ;2.569 ;0 ;0 ;0 ;0 ;;
ene-19;PROMAÍZ S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;12.864 ;7.587 ;12.894 ;2.856 ;0 ;0 ;0 ;2.015 ;7.015 ;0 ;0 ;1.009 ;0 ;;
ene-19;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.583 ;0 ;1.599 ;0 ;0 ;0 ;0 ;798 ;801 ;0 ;0 ;0 ;0 ;;
ene-19;VICENTIN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;5.589 ;5.657 ;5.539 ;1.345 ;0 ;0 ;218 ;584 ;3.392 ;0 ;0 ;0 ;0 ;;
feb-19;ACA Bio Cooperativa Ltda.;VILLA MARÍA;CÓRDOBA;MAÍZ;11.908 ;11.402 ;11.965 ;2.211 ;0 ;0 ;0 ;2.203 ;6.299 ;0 ;0 ;1.179 ;74 ;;
feb-19;Bio Atar S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;3.245 ;5.765 ;5.774 ;1.436 ;0 ;0 ;321 ;2.994 ;1.023 ;0 ;0 ;0 ;0 ;;
feb-19;Bio Ledesma S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;8.601 ;9.015 ;8.766 ;790 ;0 ;0 ;0 ;2.443 ;5.533 ;0 ;0 ;0 ;0 ;;
feb-19;Bio San Isidro S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;350 ;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;
feb-19;Bioenergética Leales S.A.;LEALES;TUCUMÁN;CAÑA DE AZÚCAR;1.163 ;0 ;1.175 ;696 ;0 ;0 ;0 ;146 ;334 ;0 ;0 ;0 ;0 ;;
feb-19;Bioenergía La Corona S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;3.060 ;1.840 ;2.254 ;343 ;0 ;0 ;374 ;0 ;1.537 ;0 ;0 ;0 ;0 ;;
feb-19;Bioenergía Santa Rosa S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;3.310 ;0 ;2.334 ;1.327 ;0 ;0 ;0 ;0 ;1.007 ;0 ;0 ;0 ;0 ;;
feb-19;Bioetanol Río Cuarto S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;5.862 ;6.954 ;5.846 ;990 ;0 ;0 ;0 ;1.108 ;3.526 ;0 ;0 ;148 ;74 ;;
feb-19;Biotrinidad S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;2.500 ;0 ;1.755 ;0 ;0 ;0 ;614 ;0 ;1.031 ;0 ;0 ;0 ;111 ;;
feb-19;Comp. Bioenerg. La Florida S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;8.101 ;7.282 ;8.218 ;780 ;0 ;0 ;142 ;0 ;6.055 ;0 ;0 ;1.240 ;0 ;;
feb-19;Diaser S.A.;SAN LUIS;SAN LUIS;MAÍZ;7.759 ;7.733 ;7.792 ;0 ;0 ;0 ;0 ;0 ;7.792 ;0 ;0 ;0 ;0 ;;
feb-19;Energías Ecológicas del Tucumán S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;700 ;;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
feb-19;Fronterita Energía S.A.;FAMAILLÁ;TUCUMÁN;CAÑA DE AZÚCAR;3.166 ;1.347 ;1.493 ;412 ;0 ;0 ;0 ;0 ;1.080 ;0 ;0 ;0 ;0 ;;
feb-19;INGENIO Y REFINERÍA SAN MARTIN DEL TABACAL S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;7.869 ;0 ;9.303 ;299 ;0 ;0 ;0 ;4.915 ;4.088 ;0 ;0 ;0 ;0 ;;
feb-19;Promaíz S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;12.741 ;10.068 ;12.769 ;2.505 ;0 ;0 ;0 ;2.005 ;7.243 ;0 ;0 ;1.016 ;0 ;;
feb-19;Río Grande Energía S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.583 ;1.461 ;1.453 ;0 ;0 ;0 ;0 ;948 ;505 ;0 ;0 ;0 ;0 ;;
feb-19;Vicentin S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;5.378 ;5.528 ;5.367 ;1.285 ;0 ;0 ;211 ;616 ;3.255 ;0 ;0 ;0 ;0 ;;
mar-19;ACA Bio Cooperativa Ltda.;VILLA MARÍA;CÓRDOBA;MAÍZ;11.308 ;11.174 ;11.713 ;2.192 ;0 ;0 ;0 ;2.356 ;5.809 ;0 ;0 ;1.282 ;74 ;;
mar-19;Bio Atar S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;4.286 ;6.899 ;6.080 ;1.585 ;0 ;0 ;471 ;3.035 ;989 ;0 ;0 ;0 ;0 ;;
mar-19;Bio Ledesma S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;9.700 ;9.874 ;9.158 ;979 ;0 ;0 ;0 ;2.518 ;5.662 ;0 ;0 ;0 ;0 ;;
mar-19;Bio San Isidro S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;0 ;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;
mar-19;Bioenergética Leales S.A.;LEALES;TUCUMÁN;CAÑA DE AZÚCAR;1.850 ;0 ;1.543 ;806 ;0 ;0 ;0 ;295 ;442 ;0 ;0 ;0 ;0 ;;
mar-19;Bioenergía La Corona S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;2.500 ;3.369 ;2.502 ;449 ;0 ;0 ;299 ;0 ;1.755 ;0 ;0 ;0 ;0 ;;
mar-19;Bioenergía Santa Rosa S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.792 ;265 ;2.076 ;1.069 ;0 ;0 ;0 ;0 ;1.007 ;0 ;0 ;0 ;0 ;;
mar-19;Bioetanol Río Cuarto S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;7.391 ;8.214 ;7.422 ;885 ;0 ;0 ;0 ;1.595 ;4.427 ;0 ;0 ;478 ;37 ;;
mar-19;Biotrinidad S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;2.488 ;0 ;2.481 ;0 ;0 ;0 ;600 ;0 ;1.732 ;0 ;0 ;0 ;149 ;;
mar-19;Comp. Bioenerg. La Florida S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;9.584 ;3.813 ;3.759 ;108 ;0 ;0 ;107 ;0 ;3.334 ;0 ;0 ;211 ;0 ;;
mar-19;Diaser S.A.;SAN LUIS;SAN LUIS;MAÍZ;7.463 ;7.477 ;7.481 ;0 ;0 ;0 ;0 ;0 ;7.481 ;0 ;0 ;0 ;0 ;;
mar-19;Energías Ecológicas del Tucumán S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;0 ;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;
mar-19;Fronterita Energía S.A.;FAMAILLÁ;TUCUMÁN;CAÑA DE AZÚCAR;3.272 ;1.950 ;2.103 ;561 ;0 ;0 ;0 ;0 ;1.071 ;0 ;0 ;472 ;0 ;;
mar-19;INGENIO Y REFINERÍA SAN MARTIN DEL TABACAL S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;7.530 ;0 ;11.683 ;299 ;0 ;0 ;0 ;4.968 ;6.416 ;0 ;0 ;0 ;0 ;;
mar-19;Promaíz S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;12.213 ;13.899 ;12.242 ;2.394 ;0 ;0 ;0 ;2.000 ;6.908 ;0 ;0 ;941 ;0 ;;
mar-19;Río Grande Energía S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.583 ;2.728 ;1.356 ;0 ;0 ;0 ;0 ;841 ;515 ;0 ;0 ;0 ;0 ;;
mar-19;Vicentin S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;7.210 ;7.175 ;7.219 ;1.511 ;0 ;0 ;227 ;1.091 ;4.390 ;0 ;0 ;0 ;0 ;;
abr-19;ACA Bio Cooperativa Ltda.;VILLA MARÍA;CÓRDOBA;MAÍZ;10.791 ;11.101 ;10.838 ;2.087 ;0 ;0 ;0 ;2.140 ;5.512 ;0 ;0 ;1.099 ;0 ;;
abr-19;Bio Atar S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;3.901 ;3.506 ;6.128 ;2.109 ;0 ;0 ;430 ;3.035 ;554 ;0 ;0 ;0 ;0 ;;
abr-19;Bio Ledesma S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;8.464 ;6.731 ;6.802 ;1.250 ;0 ;0 ;0 ;1.970 ;3.190 ;0 ;0 ;392 ;0 ;;
abr-19;Bio San Isidro S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;0 ;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;
abr-19;Bioenergética Leales S.A.;LEALES;TUCUMÁN;CAÑA DE AZÚCAR;1.850 ;2.447 ;2.051 ;1.287 ;0 ;0 ;0 ;256 ;508 ;0 ;0 ;0 ;0 ;;
abr-19;Bioenergía La Corona S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;2.500 ;0 ;2.412 ;722 ;0 ;0 ;367 ;0 ;1.323 ;0 ;0 ;0 ;0 ;;
abr-19;Bioenergía Santa Rosa S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.792 ;0 ;1.801 ;805 ;0 ;0 ;0 ;0 ;996 ;0 ;0 ;0 ;0 ;;
abr-19;Bioetanol Río Cuarto S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;7.104 ;8.122 ;7.110 ;661 ;0 ;0 ;0 ;2.009 ;4.256 ;0 ;0 ;146 ;37 ;;
abr-19;Biotrinidad S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;2.500 ;0 ;2.552 ;0 ;0 ;0 ;910 ;0 ;1.531 ;0 ;0 ;0 ;111 ;;
abr-19;Comp. Bioenerg. La Florida S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;9.719 ;2.740 ;2.850 ;0 ;0 ;0 ;0 ;0 ;2.850 ;0 ;0 ;0 ;0 ;;
abr-19;Diaser S.A.;SAN LUIS;SAN LUIS;MAÍZ;7.174 ;7.182 ;7.213 ;0 ;0 ;0 ;0 ;0 ;7.213 ;0 ;0 ;0 ;0 ;;
abr-19;Energías Ecológicas del Tucumán S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;0 ;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;
abr-19;Fronterita Energía S.A.;FAMAILLÁ;TUCUMÁN;CAÑA DE AZÚCAR;3.272 ;1.118 ;1.435 ;291 ;0 ;0 ;0 ;0 ;545 ;0 ;0 ;599 ;0 ;;
abr-19;INGENIO Y REFINERÍA SAN MARTIN DEL TABACAL S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;7.148 ;0 ;12.854 ;564 ;0 ;0 ;0 ;5.012 ;7.277 ;0 ;0 ;0 ;0 ;;
abr-19;Promaíz S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;11.730 ;16.449 ;11.748 ;2.016 ;0 ;0 ;0 ;2.099 ;6.903 ;0 ;0 ;731 ;0 ;;
abr-19;Río Grande Energía S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.583 ;745 ;1.604 ;0 ;0 ;0 ;0 ;804 ;800 ;0 ;0 ;0 ;0 ;;
abr-19;Vicentin S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;6.931 ;7.098 ;6.927 ;1.504 ;0 ;0 ;292 ;911 ;4.220 ;0 ;0 ;0 ;0 ;;
may-19;ACA Bio Cooperativa Ltda.;VILLA MARÍA;CÓRDOBA;MAÍZ;10.690 ;12.275 ;10.739 ;2.489 ;0 ;0 ;0 ;2.489 ;4.426 ;0 ;0 ;1.298 ;37 ;;
may-19;Bio Atar S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;4.106 ;3.974 ;4.340 ;1.782 ;0 ;0 ;0 ;2.558 ;0 ;0 ;0 ;0 ;0 ;;
may-19;Bio Ledesma S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;10.600 ;5.605 ;9.652 ;1.384 ;0 ;0 ;0 ;2.062 ;5.416 ;0 ;0 ;790 ;0 ;;
may-19;Bio San Isidro S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;0 ;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;
may-19;Bioenergética Leales S.A.;LEALES;TUCUMÁN;CAÑA DE AZÚCAR;2.000 ;1.550 ;2.325 ;1.736 ;0 ;0 ;0 ;440 ;149 ;0 ;0 ;0 ;0 ;;
may-19;Bioenergía La Corona S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;2.500 ;1.742 ;2.459 ;566 ;0 ;0 ;474 ;0 ;1.419 ;0 ;0 ;0 ;0 ;;
may-19;Bioenergía Santa Rosa S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.792 ;3.191 ;2.502 ;1.001 ;0 ;0 ;0 ;0 ;1.501 ;0 ;0 ;0 ;0 ;;
may-19;Bioenergías Agropecuarias S.A.;VILLA OCAMPO;SANTA FE;CAÑA DE AZÚCAR;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
may-19;Bioetanol Río Cuarto S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;7.353 ;8.213 ;7.345 ;1.135 ;0 ;0 ;0 ;1.788 ;4.422 ;0 ;0 ;0 ;0 ;;
may-19;Biotrinidad S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;3.645 ;0 ;1.071 ;0 ;0 ;0 ;555 ;0 ;480 ;0 ;0 ;0 ;36 ;;
may-19;Comp. Bioenerg. La Florida S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;6.671 ;7.194 ;7.079 ;249 ;0 ;0 ;245 ;0 ;5.646 ;0 ;0 ;866 ;73 ;;
may-19;Diaser S.A.;SAN LUIS;SAN LUIS;MAÍZ;7.424 ;7.600 ;7.457 ;0 ;0 ;0 ;0 ;0 ;7.457 ;0 ;0 ;0 ;0 ;;
may-19;Energías Ecológicas del Tucumán S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;0 ;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;
may-19;Fronterita Energía S.A.;FAMAILLÁ;TUCUMÁN;CAÑA DE AZÚCAR;3.250 ;901 ;1.115 ;515 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;600 ;0 ;;
may-19;Maíz Energía S.A.;BUENA ESPERANZA;SAN LUIS;MAÍZ;0 ;290 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
may-19;Promaíz S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;12.083 ;12.634 ;12.084 ;2.017 ;0 ;0 ;0 ;2.103 ;7.192 ;0 ;0 ;772 ;0 ;;
may-19;Río Grande Energía S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.589 ;0 ;1.505 ;0 ;0 ;0 ;0 ;807 ;697 ;0 ;0 ;0 ;0 ;;
may-19;SEABOARD ENERGÍAS RENOVABLES Y ALIMENTOS S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;7.571 ;13.158 ;12.564 ;337 ;0 ;0 ;0 ;5.017 ;7.210 ;0 ;0 ;0 ;0 ;;
may-19;Vicentin S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;7.175 ;6.835 ;7.184 ;1.591 ;0 ;0 ;358 ;949 ;4.286 ;0 ;0 ;0 ;0 ;;
jun-19;ACA Bio Cooperativa Ltda.;VILLA MARÍA;CÓRDOBA;MAÍZ;10.549 ;10.052 ;11.050 ;2.479 ;0 ;0 ;0 ;2.115 ;5.237 ;0 ;0 ;1.144 ;74 ;;
jun-19;Bio Atar S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;4.184 ;2.742 ;2.534 ;517 ;0 ;0 ;0 ;2.017 ;0 ;0 ;0 ;0 ;0 ;;
jun-19;Bio Ledesma S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;10.600 ;5.023 ;5.690 ;1.416 ;0 ;0 ;0 ;1.946 ;1.432 ;0 ;0 ;897 ;0 ;;
jun-19;Bio San Isidro S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;0 ;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;
jun-19;Bioenergética Leales S.A.;LEALES;TUCUMÁN;CAÑA DE AZÚCAR;1.577 ;1.033 ;1.389 ;800 ;0 ;0 ;0 ;516 ;73 ;0 ;0 ;0 ;0 ;;
jun-19;Bioenergía La Corona S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;3.000 ;3.642 ;2.860 ;593 ;0 ;0 ;406 ;0 ;1.861 ;0 ;0 ;0 ;0 ;;
jun-19;Bioenergía Santa Rosa S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.792 ;4.262 ;2.594 ;1.631 ;0 ;0 ;0 ;0 ;963 ;0 ;0 ;0 ;0 ;;
jun-19;Bioenergías Agropecuarias S.A.;VILLA OCAMPO;SANTA FE;CAÑA DE AZÚCAR;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
jun-19;Bioetanol Río Cuarto S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;6.653 ;8.087 ;7.027 ;860 ;0 ;0 ;0 ;1.820 ;3.982 ;0 ;0 ;296 ;68 ;;
jun-19;Biotrinidad S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;3.078 ;2.495 ;1.839 ;0 ;0 ;0 ;907 ;0 ;782 ;0 ;0 ;0 ;151 ;;
