PERÍODO;EMPRESA;LOCALIDAD;PROVINCIA;INSUMO;CUPO TOTAL ASIGNADO ;PRODUCCIÓN ;VENTAS TOTALES ;PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA (antes AXION ENERGY ARGENTINA S.A.);PETROBRAS ARGENTINA S.A.;FOX PETROL S.A.;REFINERÍA DEL NORTE S.A.;SHELL ARGENTINA C.A.P.S.A.;YPF S.A.;ENERGÍA Y DERIVADOS DEL PETRÓLEO S.A.;OIL COMBUSTIBLES S.A.;TRAFIGURA ARGENTINA S.A.;REFI PAMPA S.A.;;
dic-12;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;600 ;1.071 ;622 ;0 ;0 ;0 ;0 ;0 ;622 ;0 ;0 ;0 ;0 ;;
dic-12;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;670 ;0 ;676 ;0 ;0 ;0 ;0 ;0 ;676 ;0 ;0 ;0 ;0 ;;
dic-12;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;1.200 ;0 ;1.268 ;488 ;780 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
dic-12;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;4.657 ;4.888 ;4.989 ;909 ;300 ;0 ;0 ;1.530 ;2.249 ;0 ;0 ;0 ;0 ;;
dic-12;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;5.333 ;4.729 ;5.453 ;695 ;0 ;0 ;0 ;692 ;3.119 ;137 ;811 ;0 ;0 ;;
dic-12;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;1.800 ;0 ;1.363 ;0 ;0 ;0 ;0 ;0 ;1.363 ;0 ;0 ;0 ;0 ;;
dic-12;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;5.000 ;4.749 ;5.136 ;709 ;148 ;0 ;612 ;0 ;3.112 ;0 ;555 ;0 ;0 ;;
dic-12;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;2.090 ;2.529 ;2.370 ;1.525 ;0 ;0 ;0 ;438 ;0 ;0 ;407 ;0 ;0 ;;
dic-12;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.200 ;1.998 ;1.471 ;0 ;0 ;0 ;0 ;763 ;708 ;0 ;0 ;0 ;0 ;;
dic-12;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;4.200 ;1.911 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
ene-13;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;5.200 ;0 ;5.678 ;295 ;0 ;0 ;0 ;3.013 ;2.370 ;0 ;0 ;0 ;0 ;;
ene-13;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;600 ;606 ;526 ;0 ;0 ;0 ;0 ;0 ;526 ;0 ;0 ;0 ;0 ;;
ene-13;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;670 ;0 ;637 ;0 ;0 ;0 ;0 ;0 ;637 ;0 ;0 ;0 ;0 ;;
ene-13;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;1.400 ;0 ;1.599 ;604 ;995 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
ene-13;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;4.000 ;4.632 ;4.832 ;1.204 ;184 ;0 ;0 ;1.614 ;1.830 ;0 ;0 ;0 ;0 ;;
ene-13;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;5.200 ;6.716 ;5.684 ;810 ;0 ;0 ;0 ;1.161 ;3.210 ;104 ;399 ;0 ;0 ;;
ene-13;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;1.800 ;0 ;1.829 ;0 ;0 ;0 ;0 ;0 ;1.829 ;0 ;0 ;0 ;0 ;;
ene-13;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;5.000 ;4.268 ;4.072 ;591 ;223 ;0 ;587 ;0 ;2.120 ;0 ;551 ;0 ;0 ;;
ene-13;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;2.090 ;2.694 ;2.599 ;1.792 ;0 ;0 ;0 ;478 ;0 ;0 ;330 ;0 ;0 ;;
ene-13;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;2.500 ;113 ;1.276 ;0 ;0 ;0 ;0 ;514 ;763 ;0 ;0 ;0 ;0 ;;
ene-13;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;6.000 ;3.058 ;3.658 ;459 ;403 ;0 ;0 ;515 ;1.769 ;0 ;512 ;0 ;0 ;;
feb-13;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;5.200 ;0 ;5.617 ;300 ;0 ;0 ;0 ;3.029 ;2.288 ;0 ;0 ;0 ;0 ;;
feb-13;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;600 ;472 ;540 ;0 ;0 ;0 ;0 ;0 ;540 ;0 ;0 ;0 ;0 ;;
feb-13;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;670 ;0 ;685 ;0 ;0 ;0 ;0 ;0 ;685 ;0 ;0 ;0 ;0 ;;
feb-13;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;1.400 ;0 ;1.588 ;607 ;981 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
feb-13;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;4.875 ;4.268 ;4.868 ;835 ;361 ;0 ;0 ;1.837 ;1.834 ;0 ;0 ;0 ;0 ;;
feb-13;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;5.250 ;5.042 ;5.501 ;771 ;0 ;0 ;0 ;870 ;2.990 ;138 ;731 ;0 ;0 ;;
feb-13;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;1.800 ;0 ;1.758 ;0 ;0 ;0 ;0 ;0 ;1.758 ;0 ;0 ;0 ;0 ;;
feb-13;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;5.000 ;4.314 ;4.007 ;228 ;362 ;0 ;413 ;0 ;2.711 ;0 ;293 ;0 ;0 ;;
feb-13;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;2.090 ;1.776 ;1.951 ;1.145 ;0 ;0 ;0 ;510 ;0 ;0 ;296 ;0 ;0 ;;
feb-13;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.200 ;0 ;1.609 ;0 ;0 ;0 ;0 ;589 ;1.020 ;0 ;0 ;0 ;0 ;;
feb-13;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;4.500 ;3.019 ;3.409 ;840 ;851 ;0 ;0 ;509 ;989 ;0 ;220 ;0 ;0 ;;
mar-13;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;5.200 ;5.693 ;5.543 ;226 ;0 ;0 ;0 ;3.001 ;2.316 ;0 ;0 ;0 ;0 ;;
mar-13;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;530 ;654 ;987 ;0 ;0 ;0 ;0 ;0 ;987 ;0 ;0 ;0 ;0 ;;
mar-13;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;1.200 ;0 ;1.306 ;0 ;307 ;0 ;0 ;0 ;999 ;0 ;0 ;0 ;0 ;;
mar-13;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.000 ;600 ;1.503 ;678 ;756 ;0 ;0 ;0 ;0 ;0 ;69 ;0 ;0 ;;
mar-13;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;4.900 ;5.167 ;5.167 ;921 ;149 ;0 ;0 ;1.696 ;2.105 ;0 ;297 ;0 ;0 ;;
mar-13;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;5.250 ;6.115 ;5.114 ;777 ;0 ;0 ;0 ;796 ;3.036 ;104 ;402 ;0 ;0 ;;
mar-13;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;1.800 ;0 ;1.805 ;0 ;0 ;0 ;0 ;0 ;1.805 ;0 ;0 ;0 ;0 ;;
mar-13;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;4.300 ;2.136 ;3.017 ;189 ;254 ;0 ;758 ;0 ;1.521 ;0 ;294 ;0 ;0 ;;
mar-13;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;2.090 ;2.011 ;1.876 ;1.147 ;0 ;0 ;0 ;397 ;0 ;0 ;332 ;0 ;0 ;;
mar-13;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.900 ;0 ;1.977 ;0 ;0 ;0 ;0 ;740 ;1.237 ;0 ;0 ;0 ;0 ;;
mar-13;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;4.200 ;4.746 ;4.692 ;1.126 ;977 ;0 ;0 ;508 ;1.789 ;0 ;292 ;0 ;0 ;;
abr-13;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;5.200 ;7.112 ;5.887 ;375 ;0 ;0 ;0 ;3.074 ;2.438 ;0 ;0 ;0 ;0 ;;
abr-13;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;1.100 ;537 ;1.097 ;0 ;0 ;0 ;0 ;0 ;1.097 ;0 ;0 ;0 ;0 ;;
abr-13;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;1.500 ;0 ;1.107 ;0 ;0 ;0 ;0 ;0 ;1.107 ;0 ;0 ;0 ;0 ;;
abr-13;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.600 ;2.252 ;2.124 ;600 ;908 ;0 ;0 ;0 ;290 ;0 ;325 ;0 ;0 ;;
abr-13;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;4.660 ;5.509 ;5.509 ;890 ;149 ;0 ;0 ;1.716 ;2.456 ;0 ;297 ;0 ;0 ;;
abr-13;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;5.250 ;4.152 ;4.874 ;778 ;0 ;0 ;0 ;687 ;2.792 ;105 ;513 ;0 ;0 ;;
abr-13;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;2.000 ;0 ;1.538 ;0 ;0 ;0 ;0 ;0 ;1.538 ;0 ;0 ;0 ;0 ;;
abr-13;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;3.800 ;3.887 ;3.594 ;191 ;216 ;0 ;892 ;0 ;1.932 ;0 ;364 ;0 ;0 ;;
abr-13;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;2.090 ;1.165 ;1.798 ;1.068 ;0 ;0 ;0 ;475 ;0 ;0 ;255 ;0 ;0 ;;
abr-13;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.900 ;2.304 ;1.788 ;0 ;0 ;0 ;0 ;813 ;976 ;0 ;0 ;0 ;0 ;;
abr-13;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;4.660 ;4.840 ;4.399 ;833 ;1.004 ;0 ;0 ;510 ;1.872 ;0 ;181 ;0 ;0 ;;
may-13;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;5.500 ;4.047 ;6.221 ;339 ;0 ;0 ;0 ;3.550 ;2.332 ;0 ;0 ;0 ;0 ;;
may-13;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;600 ;0 ;572 ;0 ;0 ;0 ;0 ;0 ;572 ;0 ;0 ;0 ;0 ;;
may-13;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;1.500 ;0 ;1.222 ;0 ;0 ;0 ;0 ;0 ;1.222 ;0 ;0 ;0 ;0 ;;
may-13;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;3.000 ;2.287 ;2.701 ;1.026 ;478 ;0 ;0 ;0 ;1.014 ;0 ;183 ;0 ;0 ;;
may-13;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;6.500 ;7.247 ;6.767 ;1.189 ;295 ;0 ;0 ;1.695 ;3.337 ;0 ;252 ;0 ;0 ;;
may-13;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;5.500 ;4.516 ;5.496 ;856 ;0 ;0 ;0 ;1.016 ;2.941 ;174 ;508 ;0 ;0 ;;
may-13;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;2.000 ;1.524 ;2.071 ;0 ;0 ;0 ;0 ;0 ;2.071 ;0 ;0 ;0 ;0 ;;
may-13;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;5.000 ;4.886 ;4.124 ;418 ;0 ;0 ;796 ;0 ;2.615 ;0 ;296 ;0 ;0 ;;
may-13;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;2.090 ;1.011 ;1.167 ;734 ;0 ;0 ;0 ;288 ;0 ;0 ;145 ;0 ;0 ;;
may-13;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.900 ;1.537 ;2.007 ;0 ;0 ;0 ;0 ;696 ;1.311 ;0 ;0 ;0 ;0 ;;
may-13;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;4.840 ;4.780 ;5.620 ;1.601 ;881 ;0 ;0 ;512 ;2.292 ;0 ;334 ;0 ;0 ;;
jun-13;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;4.825 ;8.082 ;4.862 ;301 ;0 ;0 ;0 ;2.859 ;1.702 ;0 ;0 ;0 ;0 ;;
jun-13;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;1.100 ;0 ;812 ;0 ;0 ;0 ;0 ;0 ;812 ;0 ;0 ;0 ;0 ;;
jun-13;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;1.500 ;717 ;495 ;0 ;0 ;0 ;0 ;0 ;495 ;0 ;0 ;0 ;0 ;;
jun-13;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.500 ;2.231 ;2.353 ;607 ;1.088 ;0 ;0 ;0 ;512 ;0 ;146 ;0 ;0 ;;
jun-13;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;7.200 ;7.510 ;7.190 ;1.239 ;376 ;0 ;0 ;2.025 ;3.255 ;0 ;295 ;0 ;0 ;;
jun-13;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;4.658 ;5.704 ;5.595 ;778 ;0 ;0 ;0 ;1.208 ;2.990 ;184 ;434 ;0 ;0 ;;
jun-13;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;1.833 ;3.861 ;1.997 ;0 ;0 ;0 ;0 ;0 ;1.997 ;0 ;0 ;0 ;0 ;;
jun-13;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;8.333 ;5.368 ;5.470 ;534 ;0 ;0 ;730 ;0 ;3.655 ;0 ;553 ;0 ;0 ;;
jun-13;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;2.090 ;1.047 ;1.063 ;699 ;0 ;0 ;0 ;327 ;0 ;0 ;37 ;0 ;0 ;;
jun-13;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.200 ;1.629 ;1.147 ;0 ;0 ;0 ;0 ;293 ;853 ;0 ;0 ;0 ;0 ;;
jun-13;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;4.200 ;4.660 ;4.158 ;1.098 ;759 ;0 ;0 ;513 ;1.493 ;0 ;294 ;0 ;0 ;;
jul-13;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;4.250 ;8.246 ;4.341 ;302 ;0 ;0 ;0 ;3.014 ;1.025 ;0 ;0 ;0 ;0 ;;
jul-13;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;1.100 ;611 ;519 ;0 ;0 ;0 ;0 ;0 ;519 ;0 ;0 ;0 ;0 ;;
jul-13;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;2.000 ;3.466 ;2.074 ;0 ;0 ;0 ;0 ;0 ;2.074 ;0 ;0 ;0 ;0 ;;
jul-13;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.500 ;3.107 ;2.361 ;978 ;693 ;0 ;0 ;0 ;507 ;0 ;183 ;0 ;0 ;;
jul-13;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;7.200 ;7.305 ;7.205 ;1.202 ;558 ;0 ;0 ;1.842 ;3.340 ;0 ;262 ;0 ;0 ;;
jul-13;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;5.333 ;6.102 ;6.218 ;973 ;0 ;0 ;0 ;1.527 ;2.990 ;147 ;582 ;0 ;0 ;;
jul-13;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;2.100 ;5.117 ;2.171 ;0 ;0 ;0 ;0 ;0 ;2.171 ;0 ;0 ;0 ;0 ;;
jul-13;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;8.333 ;8.174 ;8.195 ;994 ;0 ;0 ;767 ;1.073 ;4.808 ;0 ;554 ;0 ;0 ;;
jul-13;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;2.090 ;1.984 ;1.856 ;1.128 ;0 ;0 ;0 ;473 ;0 ;0 ;255 ;0 ;0 ;;
jul-13;PROMAÍZ S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;2.000 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
jul-13;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.200 ;1.348 ;1.164 ;0 ;0 ;0 ;0 ;297 ;866 ;0 ;0 ;0 ;0 ;;
jul-13;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;5.000 ;5.154 ;5.800 ;1.435 ;975 ;0 ;0 ;1.016 ;2.118 ;0 ;256 ;0 ;0 ;;
ago-13;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;4.250 ;8.626 ;4.323 ;302 ;0 ;0 ;0 ;3.148 ;873 ;0 ;0 ;0 ;0 ;;
ago-13;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;1.100 ;842 ;914 ;0 ;0 ;0 ;0 ;0 ;914 ;0 ;0 ;0 ;0 ;;
ago-13;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;2.000 ;2.945 ;2.197 ;0 ;0 ;0 ;0 ;0 ;2.197 ;0 ;0 ;0 ;0 ;;
ago-13;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.500 ;3.132 ;2.266 ;878 ;725 ;0 ;0 ;0 ;519 ;0 ;145 ;0 ;0 ;;
ago-13;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;7.200 ;7.873 ;7.193 ;1.200 ;506 ;0 ;0 ;1.767 ;3.426 ;0 ;295 ;0 ;0 ;;
ago-13;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;5.333 ;5.453 ;5.477 ;778 ;0 ;0 ;0 ;985 ;2.993 ;146 ;576 ;0 ;0 ;;
ago-13;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;2.100 ;4.796 ;2.175 ;0 ;0 ;0 ;0 ;0 ;2.175 ;0 ;0 ;0 ;0 ;;
ago-13;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;8.333 ;7.257 ;7.088 ;1.292 ;0 ;0 ;796 ;1.783 ;2.627 ;0 ;590 ;0 ;0 ;;
ago-13;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;2.090 ;2.038 ;2.056 ;1.397 ;0 ;0 ;0 ;513 ;0 ;0 ;145 ;0 ;0 ;;
ago-13;PROMAÍZ S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;8.000 ;11.022 ;4.022 ;0 ;0 ;0 ;0 ;871 ;3.151 ;0 ;0 ;0 ;0 ;;
ago-13;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.200 ;2.583 ;1.305 ;0 ;0 ;0 ;0 ;367 ;938 ;0 ;0 ;0 ;0 ;;
ago-13;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;5.000 ;5.328 ;5.209 ;1.258 ;1.095 ;0 ;0 ;469 ;2.057 ;0 ;330 ;0 ;0 ;;
sep-13;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;3.961 ;6.912 ;4.073 ;301 ;0 ;0 ;0 ;2.834 ;938 ;0 ;0 ;0 ;0 ;;
sep-13;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;1.025 ;1.002 ;955 ;0 ;0 ;0 ;0 ;0 ;955 ;0 ;0 ;0 ;0 ;;
sep-13;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;1.864 ;1.737 ;1.862 ;0 ;0 ;0 ;0 ;0 ;1.862 ;0 ;0 ;0 ;0 ;;
sep-13;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.330 ;2.555 ;1.105 ;452 ;542 ;0 ;0 ;0 ;0 ;0 ;110 ;0 ;0 ;;
sep-13;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;6.710 ;6.288 ;6.708 ;1.232 ;509 ;0 ;0 ;1.482 ;3.190 ;0 ;297 ;0 ;0 ;;
sep-13;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;4.970 ;5.718 ;5.117 ;778 ;0 ;0 ;0 ;1.019 ;2.702 ;145 ;472 ;0 ;0 ;;
sep-13;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;1.957 ;4.334 ;2.053 ;0 ;0 ;0 ;0 ;0 ;2.053 ;0 ;0 ;0 ;0 ;;
sep-13;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;7.766 ;7.329 ;7.775 ;1.100 ;152 ;0 ;757 ;1.450 ;3.800 ;0 ;516 ;0 ;0 ;;
sep-13;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;1.948 ;1.958 ;1.900 ;1.252 ;0 ;0 ;0 ;502 ;0 ;0 ;147 ;0 ;0 ;;
sep-13;PROMAÍZ S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;5.300 ;3.889 ;6.014 ;1.296 ;0 ;0 ;0 ;1.062 ;3.656 ;0 ;0 ;0 ;0 ;;
sep-13;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.118 ;2.620 ;1.192 ;0 ;0 ;0 ;0 ;331 ;861 ;0 ;0 ;0 ;0 ;;
sep-13;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;4.660 ;5.091 ;4.661 ;1.370 ;538 ;0 ;0 ;508 ;2.022 ;0 ;222 ;0 ;0 ;;
oct-13;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;3.704 ;8.240 ;3.762 ;338 ;0 ;0 ;0 ;2.739 ;685 ;0 ;0 ;0 ;0 ;;
oct-13;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;958 ;1.088 ;1.027 ;0 ;0 ;0 ;0 ;0 ;1.027 ;0 ;0 ;0 ;0 ;;
oct-13;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;1.743 ;2.097 ;1.776 ;0 ;0 ;0 ;0 ;0 ;1.776 ;0 ;0 ;0 ;0 ;;
oct-13;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.179 ;2.929 ;2.497 ;603 ;690 ;0 ;0 ;0 ;919 ;0 ;286 ;0 ;0 ;;
oct-13;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;4.357 ;6.630 ;6.321 ;1.151 ;446 ;0 ;0 ;1.404 ;3.032 ;0 ;288 ;0 ;0 ;;
