ano,forma_de_energia,concepto,ktep_redond
1968,Carbon Mineral,Oferta,627.7
1969,Carbon Mineral,Oferta,737.7
1970,Carbon Mineral,Oferta,995.7
1971,Carbon Mineral,Oferta,854.7
1972,Carbon Mineral,Oferta,697.2
1973,Carbon Mineral,Oferta,825.7
1974,Carbon Mineral,Oferta,986.5
1975,Carbon Mineral,Oferta,1068.9
1976,Carbon Mineral,Oferta,987.7
1977,Carbon Mineral,Oferta,952.2
1978,Carbon Mineral,Oferta,986.3
1979,Carbon Mineral,Oferta,952.7
1980,Carbon Mineral,Oferta,934.9
1981,Carbon Mineral,Oferta,840.2
1982,Carbon Mineral,Oferta,876.8
1983,Carbon Mineral,Oferta,804.1
1984,Carbon Mineral,Oferta,642.6
1985,Carbon Mineral,Oferta,784.2
1986,Carbon Mineral,Oferta,931.7
1987,Carbon Mineral,Oferta,1092
1988,Carbon Mineral,Oferta,1071.8
1989,Carbon Mineral,Oferta,1156.3
1990,Carbon Mineral,Oferta,1000.3
1991,Carbon Mineral,Oferta,853.9
1992,Carbon Mineral,Oferta,846.9
1993,Carbon Mineral,Oferta,719.1
1994,Carbon Mineral,Oferta,1031.2
1995,Carbon Mineral,Oferta,936.2
1996,Carbon Mineral,Oferta,882.1
1997,Carbon Mineral,Oferta,800.4
1998,Carbon Mineral,Oferta,839.8
1999,Carbon Mineral,Oferta,876.9
2000,Carbon Mineral,Oferta,776.4
2001,Carbon Mineral,Oferta,647.1
2002,Carbon Mineral,Oferta,555.9
2003,Carbon Mineral,Oferta,674.9
2004,Carbon Mineral,Oferta,1009.8
2005,Carbon Mineral,Oferta,1017.6
2006,Carbon Mineral,Oferta,955.5
2007,Carbon Mineral,Oferta,1229.8
2008,Carbon Mineral,Oferta,1506
2009,Carbon Mineral,Oferta,826.5
2010,Carbon Mineral,Oferta,1159.9
2011,Carbon Mineral,Oferta,1402.2
2012,Carbon Mineral,Oferta,1235.2
2013,Carbon Mineral,Oferta,1125
2014,Carbon Mineral,Oferta,1374.5
2015,Carbon Mineral,Oferta,1358.3
1960,Carbon Mineral,Transformacion,-993.2
1961,Carbon Mineral,Transformacion,-895.2
1962,Carbon Mineral,Transformacion,-556.6
1963,Carbon Mineral,Transformacion,-409.8
1964,Carbon Mineral,Transformacion,-619
1965,Carbon Mineral,Transformacion,-571.4
1966,Carbon Mineral,Transformacion,-458.2
1967,Carbon Mineral,Transformacion,-554.1
1968,Carbon Mineral,Transformacion,-490.2
1969,Carbon Mineral,Transformacion,-585.6
1970,Carbon Mineral,Transformacion,-821.8
1971,Carbon Mineral,Transformacion,-725.6
1972,Carbon Mineral,Transformacion,-566.9
1973,Carbon Mineral,Transformacion,-702.8
1974,Carbon Mineral,Transformacion,-828.1
1975,Carbon Mineral,Transformacion,-908.7
1976,Carbon Mineral,Transformacion,-904.5
1977,Carbon Mineral,Transformacion,-838.5
1978,Carbon Mineral,Transformacion,-897.8
1979,Carbon Mineral,Transformacion,-859.9
1980,Carbon Mineral,Transformacion,-863.2
1981,Carbon Mineral,Transformacion,-765.3
1982,Carbon Mineral,Transformacion,-759.3
1983,Carbon Mineral,Transformacion,-734.1
1984,Carbon Mineral,Transformacion,-497.8
1985,Carbon Mineral,Transformacion,-761.2
1986,Carbon Mineral,Transformacion,-875.4
1987,Carbon Mineral,Transformacion,-1031.4
1988,Carbon Mineral,Transformacion,-998.4
1989,Carbon Mineral,Transformacion,-1104.2
1990,Carbon Mineral,Transformacion,-958.7
1991,Carbon Mineral,Transformacion,-798
1992,Carbon Mineral,Transformacion,-754.1
1993,Carbon Mineral,Transformacion,-648.4
1994,Carbon Mineral,Transformacion,-977.1
1995,Carbon Mineral,Transformacion,-855.7
1996,Carbon Mineral,Transformacion,-872.2
1997,Carbon Mineral,Transformacion,-780.6
1998,Carbon Mineral,Transformacion,-816.4
1999,Carbon Mineral,Transformacion,-832.4
2000,Carbon Mineral,Transformacion,-722.3
2001,Carbon Mineral,Transformacion,-647.1
2002,Carbon Mineral,Transformacion,-555.9
2003,Carbon Mineral,Transformacion,-674.9
2004,Carbon Mineral,Transformacion,-1009.8
2005,Carbon Mineral,Transformacion,-1017.6
2006,Carbon Mineral,Transformacion,-955.5
2007,Carbon Mineral,Transformacion,-1209.8
2008,Carbon Mineral,Transformacion,-1498.5
2009,Carbon Mineral,Transformacion,-820.7
2010,Carbon Mineral,Transformacion,-1149.3
2011,Carbon Mineral,Transformacion,-1391.9
2012,Carbon Mineral,Transformacion,-1226.4
2013,Carbon Mineral,Transformacion,-1117.8
2014,Carbon Mineral,Transformacion,-1368.6
2015,Carbon Mineral,Transformacion,-1353.4
1960,Carbon Mineral,Consumo,-72.3
1961,Carbon Mineral,Consumo,-80.2
1962,Carbon Mineral,Consumo,-74.5
1963,Carbon Mineral,Consumo,-80.6
1964,Carbon Mineral,Consumo,-97.3
1965,Carbon Mineral,Consumo,-103.3
1966,Carbon Mineral,Consumo,-112.7
1967,Carbon Mineral,Consumo,-126.4
1968,Carbon Mineral,Consumo,-137.5
1969,Carbon Mineral,Consumo,-152
1970,Carbon Mineral,Consumo,-174
1971,Carbon Mineral,Consumo,-129.2
1972,Carbon Mineral,Consumo,-130.3
1973,Carbon Mineral,Consumo,-123
1974,Carbon Mineral,Consumo,-158.3
1975,Carbon Mineral,Consumo,-160.2
1976,Carbon Mineral,Consumo,-83.2
1977,Carbon Mineral,Consumo,-113.8
1978,Carbon Mineral,Consumo,-88.6
1979,Carbon Mineral,Consumo,-92.8
1980,Carbon Mineral,Consumo,-71.8
1981,Carbon Mineral,Consumo,-74.9
1982,Carbon Mineral,Consumo,-117.5
1983,Carbon Mineral,Consumo,-69.9
1984,Carbon Mineral,Consumo,-144.8
1985,Carbon Mineral,Consumo,-22.9
1986,Carbon Mineral,Consumo,-56.3
1987,Carbon Mineral,Consumo,-60.6
1988,Carbon Mineral,Consumo,-73.5
1989,Carbon Mineral,Consumo,-52.1
1990,Carbon Mineral,Consumo,-41.6
1991,Carbon Mineral,Consumo,-55.9
1992,Carbon Mineral,Consumo,-92.8
1993,Carbon Mineral,Consumo,-70.7
1994,Carbon Mineral,Consumo,-54.1
1995,Carbon Mineral,Consumo,-80.5
1996,Carbon Mineral,Consumo,-9.8
1997,Carbon Mineral,Consumo,-19.8
1998,Carbon Mineral,Consumo,-23.4
1999,Carbon Mineral,Consumo,-44.6
2000,Carbon Mineral,Consumo,-54.1
2001,Carbon Mineral,Consumo,0
2002,Carbon Mineral,Consumo,0
2003,Carbon Mineral,Consumo,0
2004,Carbon Mineral,Consumo,0
2005,Carbon Mineral,Consumo,0
2006,Carbon Mineral,Consumo,0
2007,Carbon Mineral,Consumo,-20
2008,Carbon Mineral,Consumo,-7.5
2009,Carbon Mineral,Consumo,-5.8
2010,Carbon Mineral,Consumo,-10.6
2011,Carbon Mineral,Consumo,-10.3
2012,Carbon Mineral,Consumo,-8.7
2013,Carbon Mineral,Consumo,-7.2
2014,Carbon Mineral,Consumo,-5.9
2015,Carbon Mineral,Consumo,-4.8
1960,Leña,Oferta,1163.6
1961,Leña,Oferta,1087.9
1962,Leña,Oferta,998.6
1963,Leña,Oferta,926.8
1964,Leña,Oferta,929.1
1965,Leña,Oferta,997.9
1966,Leña,Oferta,1029.9
1967,Leña,Oferta,1063.3
1968,Leña,Oferta,1027.3
1969,Leña,Oferta,1063.9
1970,Leña,Oferta,1018.7
1971,Leña,Oferta,910.1
1972,Leña,Oferta,886.3
1973,Leña,Oferta,862.7
1974,Leña,Oferta,760.7
1975,Leña,Oferta,718.3
1976,Leña,Oferta,601.3
1977,Leña,Oferta,645.2
1978,Leña,Oferta,636.4
1979,Leña,Oferta,636.2
1980,Leña,Oferta,627.4
1981,Leña,Oferta,531
1982,Leña,Oferta,502.1
1983,Leña,Oferta,587.6
1984,Leña,Oferta,671.1
1985,Leña,Oferta,660.9
1986,Leña,Oferta,489.2
1987,Leña,Oferta,498.2
1988,Leña,Oferta,619.7
1989,Leña,Oferta,571.5
1990,Leña,Oferta,558
1991,Leña,Oferta,522
1992,Leña,Oferta,629.4
1993,Leña,Oferta,690.4
1994,Leña,Oferta,736.1
1995,Leña,Oferta,768.2
1996,Leña,Oferta,781.7
1997,Leña,Oferta,602.4
1998,Leña,Oferta,630
1999,Leña,Oferta,644.8
2000,Leña,Oferta,656.4
2001,Leña,Oferta,606.2
2002,Leña,Oferta,687.2
2003,Leña,Oferta,806.1
2004,Leña,Oferta,753.5
2005,Leña,Oferta,793.3
2006,Leña,Oferta,777.4
2007,Leña,Oferta,766
2008,Leña,Oferta,781.3
2009,Leña,Oferta,767.3
2010,Leña,Oferta,815.8
2011,Leña,Oferta,871.8
2012,Leña,Oferta,785.8
2013,Leña,Oferta,900.6
2014,Leña,Oferta,869.3
2015,Leña,Oferta,912.9
1960,Leña,Transformacion,-623.6
1961,Leña,Transformacion,-632.1
1962,Leña,Transformacion,-583.3
1963,Leña,Transformacion,-564.9
1964,Leña,Transformacion,-539.6
1965,Leña,Transformacion,-596.8
1966,Leña,Transformacion,-620.4
1967,Leña,Transformacion,-659.6
1968,Leña,Transformacion,-669.9
1969,Leña,Transformacion,-698.1
1970,Leña,Transformacion,-718.5
1971,Leña,Transformacion,-697.9
1972,Leña,Transformacion,-600.9
1973,Leña,Transformacion,-597.2
1974,Leña,Transformacion,-504.9
1975,Leña,Transformacion,-476.6
1976,Leña,Transformacion,-355.1
1977,Leña,Transformacion,-433.1
1978,Leña,Transformacion,-450.6
1979,Leña,Transformacion,-466.5
1980,Leña,Transformacion,-432.6
1981,Leña,Transformacion,-331.1
1982,Leña,Transformacion,-279
1983,Leña,Transformacion,-342
1984,Leña,Transformacion,-354.9
1985,Leña,Transformacion,-351
1986,Leña,Transformacion,-287.4
1987,Leña,Transformacion,-295.1
1988,Leña,Transformacion,-415.9
1989,Leña,Transformacion,-373.5
1990,Leña,Transformacion,-435.2
1991,Leña,Transformacion,-401.1
1992,Leña,Transformacion,-414
1993,Leña,Transformacion,-433.9
1994,Leña,Transformacion,-496.9
1995,Leña,Transformacion,-543.9
1996,Leña,Transformacion,-550.3
1997,Leña,Transformacion,-374.1
1998,Leña,Transformacion,-378
1999,Leña,Transformacion,-379.9
2000,Leña,Transformacion,-385.1
2001,Leña,Transformacion,-392.8
2002,Leña,Transformacion,-436.5
2003,Leña,Transformacion,-475.1
2004,Leña,Transformacion,-480.6
2005,Leña,Transformacion,-500.5
2006,Leña,Transformacion,-494.5
2007,Leña,Transformacion,-483.8
2008,Leña,Transformacion,-516.6
2009,Leña,Transformacion,-536
2010,Leña,Transformacion,-565
2011,Leña,Transformacion,-617.3
2012,Leña,Transformacion,-574
2013,Leña,Transformacion,-677.4
2014,Leña,Transformacion,-653.4
2015,Leña,Transformacion,-703.6
1960,Leña,Consumo,-540
1961,Leña,Consumo,-455.8
1962,Leña,Consumo,-415.3
1963,Leña,Consumo,-361.9
1964,Leña,Consumo,-389.6
1965,Leña,Consumo,-401.1
1966,Leña,Consumo,-409.5
1967,Leña,Consumo,-403.7
1968,Leña,Consumo,-357.4
1969,Leña,Consumo,-365.8
1970,Leña,Consumo,-300.2
1971,Leña,Consumo,-212.1
1972,Leña,Consumo,-285.4
1973,Leña,Consumo,-265.5
1974,Leña,Consumo,-255.9
1975,Leña,Consumo,-241.7
1976,Leña,Consumo,-246.2
1977,Leña,Consumo,-212.1
1978,Leña,Consumo,-185.8
1979,Leña,Consumo,-169.7
1980,Leña,Consumo,-194.8
1981,Leña,Consumo,-199.9
1982,Leña,Consumo,-223.1
1983,Leña,Consumo,-245.6
1984,Leña,Consumo,-316.3
1985,Leña,Consumo,-309.9
1986,Leña,Consumo,-201.9
1987,Leña,Consumo,-203.1
1988,Leña,Consumo,-203.8
1989,Leña,Consumo,-198
1990,Leña,Consumo,-122.8
1991,Leña,Consumo,-120.9
1992,Leña,Consumo,-215.4
1993,Leña,Consumo,-256.5
1994,Leña,Consumo,-239.1
1995,Leña,Consumo,-224.4
1996,Leña,Consumo,-231.4
1997,Leña,Consumo,-228.2
1998,Leña,Consumo,-252
1999,Leña,Consumo,-264.9
2000,Leña,Consumo,-271.3
2001,Leña,Consumo,-213.4
2002,Leña,Consumo,-250.7
2003,Leña,Consumo,-331.1
2004,Leña,Consumo,-272.9
2005,Leña,Consumo,-292.8
2006,Leña,Consumo,-282.9
2007,Leña,Consumo,-282.2
2008,Leña,Consumo,-264.7
2009,Leña,Consumo,-231.3
2010,Leña,Consumo,-250.8
2011,Leña,Consumo,-254.5
2012,Leña,Consumo,-211.8
2013,Leña,Consumo,-223.2
2014,Leña,Consumo,-215.9
2015,Leña,Consumo,-209.3
1960,Bagazo,Oferta,0
1961,Bagazo,Oferta,0
1962,Bagazo,Oferta,0
1963,Bagazo,Oferta,0
1964,Bagazo,Oferta,0
1965,Bagazo,Oferta,0
1966,Bagazo,Oferta,0
1967,Bagazo,Oferta,0
1968,Bagazo,Oferta,0
1969,Bagazo,Oferta,0
1970,Bagazo,Oferta,346
1971,Bagazo,Oferta,327
1972,Bagazo,Oferta,428
1973,Bagazo,Oferta,594
1974,Bagazo,Oferta,547
1975,Bagazo,Oferta,533
1976,Bagazo,Oferta,531
1977,Bagazo,Oferta,570
1978,Bagazo,Oferta,527
1979,Bagazo,Oferta,537
1980,Bagazo,Oferta,673
1981,Bagazo,Oferta,582
1982,Bagazo,Oferta,541
1983,Bagazo,Oferta,578
1984,Bagazo,Oferta,607
1985,Bagazo,Oferta,553
1986,Bagazo,Oferta,537
1987,Bagazo,Oferta,589
1988,Bagazo,Oferta,552
1989,Bagazo,Oferta,443
1990,Bagazo,Oferta,442
1991,Bagazo,Oferta,442
1992,Bagazo,Oferta,455
1993,Bagazo,Oferta,536
1994,Bagazo,Oferta,586
1995,Bagazo,Oferta,714
1996,Bagazo,Oferta,709
1997,Bagazo,Oferta,784
1998,Bagazo,Oferta,868
1999,Bagazo,Oferta,832
2000,Bagazo,Oferta,884
2001,Bagazo,Oferta,910
2002,Bagazo,Oferta,676
2003,Bagazo,Oferta,749
2004,Bagazo,Oferta,753
2005,Bagazo,Oferta,815.3
2006,Bagazo,Oferta,920
2007,Bagazo,Oferta,931.8
2008,Bagazo,Oferta,962
2009,Bagazo,Oferta,930
2010,Bagazo,Oferta,850.1
2011,Bagazo,Oferta,891.3
2012,Bagazo,Oferta,889.5
2013,Bagazo,Oferta,787.5
2014,Bagazo,Oferta,866
2015,Bagazo,Oferta,804.3
1960,Bagazo,Transformacion,0
1961,Bagazo,Transformacion,0
1962,Bagazo,Transformacion,0
1963,Bagazo,Transformacion,0
1964,Bagazo,Transformacion,0
1965,Bagazo,Transformacion,0
1966,Bagazo,Transformacion,0
1967,Bagazo,Transformacion,0
1968,Bagazo,Transformacion,0
1969,Bagazo,Transformacion,0
1970,Bagazo,Transformacion,-15
1971,Bagazo,Transformacion,-16
1972,Bagazo,Transformacion,-23
1973,Bagazo,Transformacion,-17
1974,Bagazo,Transformacion,-19
1975,Bagazo,Transformacion,-18
1976,Bagazo,Transformacion,-17
1977,Bagazo,Transformacion,-17
1978,Bagazo,Transformacion,-17
1979,Bagazo,Transformacion,-18
1980,Bagazo,Transformacion,-23
1981,Bagazo,Transformacion,-21
1982,Bagazo,Transformacion,-33
1983,Bagazo,Transformacion,-30
1984,Bagazo,Transformacion,-30
1985,Bagazo,Transformacion,-28
1986,Bagazo,Transformacion,-30
1987,Bagazo,Transformacion,-31
1988,Bagazo,Transformacion,-34
1989,Bagazo,Transformacion,-30
1990,Bagazo,Transformacion,-12
1991,Bagazo,Transformacion,-13.7
1992,Bagazo,Transformacion,-15.9
1993,Bagazo,Transformacion,-18.9
1994,Bagazo,Transformacion,-19
1995,Bagazo,Transformacion,-21.7
1996,Bagazo,Transformacion,-31.2
1997,Bagazo,Transformacion,-31
1998,Bagazo,Transformacion,-37.1
1999,Bagazo,Transformacion,-35.1
2000,Bagazo,Transformacion,-44.5
2001,Bagazo,Transformacion,-45
2002,Bagazo,Transformacion,-63
2003,Bagazo,Transformacion,-77
2004,Bagazo,Transformacion,-64.1
2005,Bagazo,Transformacion,-78.5
2006,Bagazo,Transformacion,-92.9
2007,Bagazo,Transformacion,-115.7
2008,Bagazo,Transformacion,-107.6
2009,Bagazo,Transformacion,-106
2010,Bagazo,Transformacion,-115.3
2011,Bagazo,Transformacion,-108.7
2012,Bagazo,Transformacion,-111.7
2013,Bagazo,Transformacion,-110.1
2014,Bagazo,Transformacion,-106.5
2015,Bagazo,Transformacion,-146
1960,Bagazo,Consumo,0
1961,Bagazo,Consumo,0
1962,Bagazo,Consumo,0
1963,Bagazo,Consumo,0
1964,Bagazo,Consumo,0
1965,Bagazo,Consumo,0
1966,Bagazo,Consumo,0
1967,Bagazo,Consumo,0
1968,Bagazo,Consumo,0
1969,Bagazo,Consumo,0
1970,Bagazo,Consumo,-331
1971,Bagazo,Consumo,-311
1972,Bagazo,Consumo,-405
1973,Bagazo,Consumo,-577
1974,Bagazo,Consumo,-528
1975,Bagazo,Consumo,-515
1976,Bagazo,Consumo,-514
1977,Bagazo,Consumo,-553
1978,Bagazo,Consumo,-510
1979,Bagazo,Consumo,-519
1980,Bagazo,Consumo,-650
1981,Bagazo,Consumo,-561
1982,Bagazo,Consumo,-508
1983,Bagazo,Consumo,-548
1984,Bagazo,Consumo,-577
1985,Bagazo,Consumo,-525
1986,Bagazo,Consumo,-507
1987,Bagazo,Consumo,-558
1988,Bagazo,Consumo,-518
1989,Bagazo,Consumo,-413
1990,Bagazo,Consumo,-430
1991,Bagazo,Consumo,-428.4
1992,Bagazo,Consumo,-439.1
1993,Bagazo,Consumo,-517.2
1994,Bagazo,Consumo,-567
1995,Bagazo,Consumo,-692.3
1996,Bagazo,Consumo,-677.8
1997,Bagazo,Consumo,-753
1998,Bagazo,Consumo,-831
1999,Bagazo,Consumo,-796.9
2000,Bagazo,Consumo,-839.5
2001,Bagazo,Consumo,-865
2002,Bagazo,Consumo,-613
2003,Bagazo,Consumo,-672
2004,Bagazo,Consumo,-688.9
2005,Bagazo,Consumo,-736.8
2006,Bagazo,Consumo,-827.1
2007,Bagazo,Consumo,-816.1
2008,Bagazo,Consumo,-854.4
2009,Bagazo,Consumo,-824
2010,Bagazo,Consumo,-734.8
2011,Bagazo,Consumo,-782.7
2012,Bagazo,Consumo,-777.8
2013,Bagazo,Consumo,-677.4
2014,Bagazo,Consumo,-759.6
2015,Bagazo,Consumo,-658.3
1960,Aceites Vegetales,Oferta,0
1961,Aceites Vegetales,Oferta,0
1962,Aceites Vegetales,Oferta,0
1963,Aceites Vegetales,Oferta,0
1964,Aceites Vegetales,Oferta,0
1965,Aceites Vegetales,Oferta,0
1966,Aceites Vegetales,Oferta,0
1967,Aceites Vegetales,Oferta,0
1968,Aceites Vegetales,Oferta,0
1969,Aceites Vegetales,Oferta,0
1970,Aceites Vegetales,Oferta,0
1971,Aceites Vegetales,Oferta,0
1972,Aceites Vegetales,Oferta,0
1973,Aceites Vegetales,Oferta,0
1974,Aceites Vegetales,Oferta,0
1975,Aceites Vegetales,Oferta,0
1976,Aceites Vegetales,Oferta,0
1977,Aceites Vegetales,Oferta,0
1978,Aceites Vegetales,Oferta,0
1979,Aceites Vegetales,Oferta,0
1980,Aceites Vegetales,Oferta,0
1981,Aceites Vegetales,Oferta,0
1982,Aceites Vegetales,Oferta,0
1983,Aceites Vegetales,Oferta,0
1984,Aceites Vegetales,Oferta,0
1985,Aceites Vegetales,Oferta,0
1986,Aceites Vegetales,Oferta,0
1987,Aceites Vegetales,Oferta,0
1988,Aceites Vegetales,Oferta,0
1989,Aceites Vegetales,Oferta,0
1990,Aceites Vegetales,Oferta,0
1991,Aceites Vegetales,Oferta,0
1992,Aceites Vegetales,Oferta,0
1993,Aceites Vegetales,Oferta,0
1994,Aceites Vegetales,Oferta,0
1995,Aceites Vegetales,Oferta,0
1996,Aceites Vegetales,Oferta,0
1997,Aceites Vegetales,Oferta,0
1998,Aceites Vegetales,Oferta,0
1999,Aceites Vegetales,Oferta,0
2000,Aceites Vegetales,Oferta,0
2001,Aceites Vegetales,Oferta,0
2002,Aceites Vegetales,Oferta,0
2003,Aceites Vegetales,Oferta,0
2004,Aceites Vegetales,Oferta,0
2005,Aceites Vegetales,Oferta,0
2006,Aceites Vegetales,Oferta,0
2007,Aceites Vegetales,Oferta,0
2008,Aceites Vegetales,Oferta,631.4
2009,Aceites Vegetales,Oferta,1060.3
2010,Aceites Vegetales,Oferta,1717.4
2011,Aceites Vegetales,Oferta,2225.1
2012,Aceites Vegetales,Oferta,2243.5
2013,Aceites Vegetales,Oferta,1887.5
2014,Aceites Vegetales,Oferta,2387.2
2015,Aceites Vegetales,Oferta,1672.5
1960,Aceites Vegetales,Transformacion,0
1961,Aceites Vegetales,Transformacion,0
1962,Aceites Vegetales,Transformacion,0
1963,Aceites Vegetales,Transformacion,0
1964,Aceites Vegetales,Transformacion,0
1965,Aceites Vegetales,Transformacion,0
1966,Aceites Vegetales,Transformacion,0
1967,Aceites Vegetales,Transformacion,0
1968,Aceites Vegetales,Transformacion,0
1969,Aceites Vegetales,Transformacion,0
1970,Aceites Vegetales,Transformacion,0
1971,Aceites Vegetales,Transformacion,0
1972,Aceites Vegetales,Transformacion,0
1973,Aceites Vegetales,Transformacion,0
1974,Aceites Vegetales,Transformacion,0
1975,Aceites Vegetales,Transformacion,0
1976,Aceites Vegetales,Transformacion,0
1977,Aceites Vegetales,Transformacion,0
1978,Aceites Vegetales,Transformacion,0
1979,Aceites Vegetales,Transformacion,0
1980,Aceites Vegetales,Transformacion,0
1981,Aceites Vegetales,Transformacion,0
1982,Aceites Vegetales,Transformacion,0
1983,Aceites Vegetales,Transformacion,0
1984,Aceites Vegetales,Transformacion,0
1985,Aceites Vegetales,Transformacion,0
1986,Aceites Vegetales,Transformacion,0
1987,Aceites Vegetales,Transformacion,0
1988,Aceites Vegetales,Transformacion,0
1989,Aceites Vegetales,Transformacion,0
1990,Aceites Vegetales,Transformacion,0
1991,Aceites Vegetales,Transformacion,0
1992,Aceites Vegetales,Transformacion,0
1993,Aceites Vegetales,Transformacion,0
1994,Aceites Vegetales,Transformacion,0
1995,Aceites Vegetales,Transformacion,0
1996,Aceites Vegetales,Transformacion,0
1997,Aceites Vegetales,Transformacion,0
1998,Aceites Vegetales,Transformacion,0
1999,Aceites Vegetales,Transformacion,0
2000,Aceites Vegetales,Transformacion,0
2001,Aceites Vegetales,Transformacion,0
2002,Aceites Vegetales,Transformacion,0
2003,Aceites Vegetales,Transformacion,0
2004,Aceites Vegetales,Transformacion,0
2005,Aceites Vegetales,Transformacion,0
2006,Aceites Vegetales,Transformacion,0
2007,Aceites Vegetales,Transformacion,0
2008,Aceites Vegetales,Transformacion,-631.4
2009,Aceites Vegetales,Transformacion,-1060.3
2010,Aceites Vegetales,Transformacion,-1717.4
2011,Aceites Vegetales,Transformacion,-2225.1
2012,Aceites Vegetales,Transformacion,-2243.5
2013,Aceites Vegetales,Transformacion,-1887.5
2014,Aceites Vegetales,Transformacion,-2387.2
2015,Aceites Vegetales,Transformacion,-1672.5
1960,Aceites Vegetales,Consumo,0
1961,Aceites Vegetales,Consumo,0
1962,Aceites Vegetales,Consumo,0
1963,Aceites Vegetales,Consumo,0
1964,Aceites Vegetales,Consumo,0
1965,Aceites Vegetales,Consumo,0
1966,Aceites Vegetales,Consumo,0
1967,Aceites Vegetales,Consumo,0
1968,Aceites Vegetales,Consumo,0
1969,Aceites Vegetales,Consumo,0
1970,Aceites Vegetales,Consumo,0
1971,Aceites Vegetales,Consumo,0
1972,Aceites Vegetales,Consumo,0
1973,Aceites Vegetales,Consumo,0
1974,Aceites Vegetales,Consumo,0
1975,Aceites Vegetales,Consumo,0
1976,Aceites Vegetales,Consumo,0
1977,Aceites Vegetales,Consumo,0
1978,Aceites Vegetales,Consumo,0
1979,Aceites Vegetales,Consumo,0
1980,Aceites Vegetales,Consumo,0
1981,Aceites Vegetales,Consumo,0
1982,Aceites Vegetales,Consumo,0
1983,Aceites Vegetales,Consumo,0
1984,Aceites Vegetales,Consumo,0
1985,Aceites Vegetales,Consumo,0
1986,Aceites Vegetales,Consumo,0
1987,Aceites Vegetales,Consumo,0
1988,Aceites Vegetales,Consumo,0
1989,Aceites Vegetales,Consumo,0
1990,Aceites Vegetales,Consumo,0
1991,Aceites Vegetales,Consumo,0
1992,Aceites Vegetales,Consumo,0
1993,Aceites Vegetales,Consumo,0
1994,Aceites Vegetales,Consumo,0
1995,Aceites Vegetales,Consumo,0
1996,Aceites Vegetales,Consumo,0
1997,Aceites Vegetales,Consumo,0
1998,Aceites Vegetales,Consumo,0
1999,Aceites Vegetales,Consumo,0
2000,Aceites Vegetales,Consumo,0
2001,Aceites Vegetales,Consumo,0
2002,Aceites Vegetales,Consumo,0
2003,Aceites Vegetales,Consumo,0
2004,Aceites Vegetales,Consumo,0
2005,Aceites Vegetales,Consumo,0
2006,Aceites Vegetales,Consumo,0
2007,Aceites Vegetales,Consumo,0
2008,Aceites Vegetales,Consumo,0
2009,Aceites Vegetales,Consumo,0
2010,Aceites Vegetales,Consumo,0
2011,Aceites Vegetales,Consumo,0
2012,Aceites Vegetales,Consumo,0
2013,Aceites Vegetales,Consumo,0
2014,Aceites Vegetales,Consumo,0
2015,Aceites Vegetales,Consumo,0
1960,Alcohol Vegetal,Oferta,0
1961,Alcohol Vegetal,Oferta,0
1962,Alcohol Vegetal,Oferta,0
1963,Alcohol Vegetal,Oferta,0
1964,Alcohol Vegetal,Oferta,0
1965,Alcohol Vegetal,Oferta,0
1966,Alcohol Vegetal,Oferta,0
1967,Alcohol Vegetal,Oferta,0
1968,Alcohol Vegetal,Oferta,0
1969,Alcohol Vegetal,Oferta,0
1970,Alcohol Vegetal,Oferta,0
1971,Alcohol Vegetal,Oferta,0
1972,Alcohol Vegetal,Oferta,0
1973,Alcohol Vegetal,Oferta,0
1974,Alcohol Vegetal,Oferta,0
1975,Alcohol Vegetal,Oferta,0
1976,Alcohol Vegetal,Oferta,0
1977,Alcohol Vegetal,Oferta,0
1978,Alcohol Vegetal,Oferta,0
1979,Alcohol Vegetal,Oferta,0
1980,Alcohol Vegetal,Oferta,0
1981,Alcohol Vegetal,Oferta,0
1982,Alcohol Vegetal,Oferta,0
1983,Alcohol Vegetal,Oferta,0
1984,Alcohol Vegetal,Oferta,0
1985,Alcohol Vegetal,Oferta,0
1986,Alcohol Vegetal,Oferta,0
1987,Alcohol Vegetal,Oferta,0
1988,Alcohol Vegetal,Oferta,0
1989,Alcohol Vegetal,Oferta,0
1990,Alcohol Vegetal,Oferta,0
1991,Alcohol Vegetal,Oferta,0
1992,Alcohol Vegetal,Oferta,0
1993,Alcohol Vegetal,Oferta,0
1994,Alcohol Vegetal,Oferta,0
1995,Alcohol Vegetal,Oferta,0
1996,Alcohol Vegetal,Oferta,0
1997,Alcohol Vegetal,Oferta,0
1998,Alcohol Vegetal,Oferta,0
1999,Alcohol Vegetal,Oferta,0
2000,Alcohol Vegetal,Oferta,0
2001,Alcohol Vegetal,Oferta,0
2002,Alcohol Vegetal,Oferta,0
2003,Alcohol Vegetal,Oferta,0
2004,Alcohol Vegetal,Oferta,0
2005,Alcohol Vegetal,Oferta,0
2006,Alcohol Vegetal,Oferta,0
2007,Alcohol Vegetal,Oferta,0
2008,Alcohol Vegetal,Oferta,0
2009,Alcohol Vegetal,Oferta,12.2
2010,Alcohol Vegetal,Oferta,65.2
2011,Alcohol Vegetal,Oferta,90.6
2012,Alcohol Vegetal,Oferta,130.7
2013,Alcohol Vegetal,Oferta,246.5
2014,Alcohol Vegetal,Oferta,350.2
2015,Alcohol Vegetal,Oferta,425.4
1960,Alcohol Vegetal,Transformacion,0
1961,Alcohol Vegetal,Transformacion,0
