ano,forma_de_energia,concepto,ktep_redond
2004,Electricidad,Consumo,-7532.9
2005,Electricidad,Consumo,-7990.2
2006,Electricidad,Consumo,-8525.8
2007,Electricidad,Consumo,-8934.6
2008,Electricidad,Consumo,-9393.7
2009,Electricidad,Consumo,-9414.9
2010,Electricidad,Consumo,-9861.4
2011,Electricidad,Consumo,-10336.8
2012,Electricidad,Consumo,-10577.1
2013,Electricidad,Consumo,-10767.9
2014,Electricidad,Consumo,-11232.2
2015,Electricidad,Consumo,-11740.2
1960,Gas Distribuido,Oferta,-32.2
1961,Gas Distribuido,Oferta,-70.7
1962,Gas Distribuido,Oferta,-91.8
1963,Gas Distribuido,Oferta,-101.3
1964,Gas Distribuido,Oferta,-113.6
1965,Gas Distribuido,Oferta,-136.7
1966,Gas Distribuido,Oferta,-151.7
1967,Gas Distribuido,Oferta,-162.4
1968,Gas Distribuido,Oferta,-184.1
1969,Gas Distribuido,Oferta,-178.3
1970,Gas Distribuido,Oferta,-204.8
1971,Gas Distribuido,Oferta,-218.9
1972,Gas Distribuido,Oferta,-210
1973,Gas Distribuido,Oferta,-227.3
1974,Gas Distribuido,Oferta,-249.9
1975,Gas Distribuido,Oferta,-267.2
1976,Gas Distribuido,Oferta,-269.2
1977,Gas Distribuido,Oferta,-270.1
1978,Gas Distribuido,Oferta,-256.3
1979,Gas Distribuido,Oferta,-304
1980,Gas Distribuido,Oferta,-331.1
1981,Gas Distribuido,Oferta,-342
1982,Gas Distribuido,Oferta,-402.3
1983,Gas Distribuido,Oferta,-481
1984,Gas Distribuido,Oferta,-529.1
1985,Gas Distribuido,Oferta,-542.4
1986,Gas Distribuido,Oferta,-590.5
1987,Gas Distribuido,Oferta,-604.6
1988,Gas Distribuido,Oferta,-723.1
1989,Gas Distribuido,Oferta,-779.3
1990,Gas Distribuido,Oferta,-732
1991,Gas Distribuido,Oferta,-771.8
1992,Gas Distribuido,Oferta,-803.5
1993,Gas Distribuido,Oferta,-834.4
1994,Gas Distribuido,Oferta,-790
1995,Gas Distribuido,Oferta,-877.7
1996,Gas Distribuido,Oferta,-914
1997,Gas Distribuido,Oferta,-1069.1
1998,Gas Distribuido,Oferta,-2043.4
1999,Gas Distribuido,Oferta,-2759.2
2000,Gas Distribuido,Oferta,-3100.7
2001,Gas Distribuido,Oferta,-3997.5
2002,Gas Distribuido,Oferta,-3892.5
2003,Gas Distribuido,Oferta,-4450.6
2004,Gas Distribuido,Oferta,-4904.8
2005,Gas Distribuido,Oferta,-4571
2006,Gas Distribuido,Oferta,-4873.1
2007,Gas Distribuido,Oferta,-3669.3
2008,Gas Distribuido,Oferta,-2758.4
2009,Gas Distribuido,Oferta,-1679.9
2010,Gas Distribuido,Oferta,-1137
2011,Gas Distribuido,Oferta,1274.8
2012,Gas Distribuido,Oferta,77.7
2013,Gas Distribuido,Oferta,2814.5
2014,Gas Distribuido,Oferta,3379.3
2015,Gas Distribuido,Oferta,2338.4
1960,Gas Distribuido,Transformacion,806.3
1961,Gas Distribuido,Transformacion,1252.2
1962,Gas Distribuido,Transformacion,1565.1
1963,Gas Distribuido,Transformacion,1827.4
1964,Gas Distribuido,Transformacion,2100.3
1965,Gas Distribuido,Transformacion,2338.6
1966,Gas Distribuido,Transformacion,2458.3
1967,Gas Distribuido,Transformacion,2566.1
1968,Gas Distribuido,Transformacion,2905.2
1969,Gas Distribuido,Transformacion,3013.9
1970,Gas Distribuido,Transformacion,3243.9
1971,Gas Distribuido,Transformacion,3342.8
1972,Gas Distribuido,Transformacion,3785.6
1973,Gas Distribuido,Transformacion,4140
1974,Gas Distribuido,Transformacion,4497.3
1975,Gas Distribuido,Transformacion,4748.2
1976,Gas Distribuido,Transformacion,5201.4
1977,Gas Distribuido,Transformacion,5200.8
1978,Gas Distribuido,Transformacion,5249
1979,Gas Distribuido,Transformacion,5691.8
1980,Gas Distribuido,Transformacion,6017.7
1981,Gas Distribuido,Transformacion,6108.7
1982,Gas Distribuido,Transformacion,6321.8
1983,Gas Distribuido,Transformacion,7752.7
1984,Gas Distribuido,Transformacion,8580.1
1985,Gas Distribuido,Transformacion,8501.7
1986,Gas Distribuido,Transformacion,9519.9
1987,Gas Distribuido,Transformacion,9962.5
1988,Gas Distribuido,Transformacion,10741.5
1989,Gas Distribuido,Transformacion,10527.3
1990,Gas Distribuido,Transformacion,10658.6
1991,Gas Distribuido,Transformacion,11005.3
1992,Gas Distribuido,Transformacion,11453.9
1993,Gas Distribuido,Transformacion,12838.3
1994,Gas Distribuido,Transformacion,13508.9
1995,Gas Distribuido,Transformacion,13959
1996,Gas Distribuido,Transformacion,14306.1
1997,Gas Distribuido,Transformacion,15219.7
1998,Gas Distribuido,Transformacion,16739.9
1999,Gas Distribuido,Transformacion,17709.5
2000,Gas Distribuido,Transformacion,18775.7
2001,Gas Distribuido,Transformacion,19599.5
2002,Gas Distribuido,Transformacion,19453
2003,Gas Distribuido,Transformacion,21521.2
2004,Gas Distribuido,Transformacion,22723.9
2005,Gas Distribuido,Transformacion,23588.4
2006,Gas Distribuido,Transformacion,24405.9
2007,Gas Distribuido,Transformacion,24293.7
2008,Gas Distribuido,Transformacion,22653.4
2009,Gas Distribuido,Transformacion,20689.6
2010,Gas Distribuido,Transformacion,20837.2
2011,Gas Distribuido,Transformacion,19499.8
2012,Gas Distribuido,Transformacion,20661.1
2013,Gas Distribuido,Transformacion,18879.3
2014,Gas Distribuido,Transformacion,18208.1
2015,Gas Distribuido,Transformacion,19729.4
1960,Gas Distribuido,Consumo,-774.1
1961,Gas Distribuido,Consumo,-1181.6
1962,Gas Distribuido,Consumo,-1473.3
1963,Gas Distribuido,Consumo,-1726.1
1964,Gas Distribuido,Consumo,-1986.7
1965,Gas Distribuido,Consumo,-2201.9
1966,Gas Distribuido,Consumo,-2306.6
1967,Gas Distribuido,Consumo,-2403.6
1968,Gas Distribuido,Consumo,-2721.2
1969,Gas Distribuido,Consumo,-2835.7
1970,Gas Distribuido,Consumo,-3039.1
1971,Gas Distribuido,Consumo,-3123.9
1972,Gas Distribuido,Consumo,-3575.6
1973,Gas Distribuido,Consumo,-3912.6
1974,Gas Distribuido,Consumo,-4247.4
1975,Gas Distribuido,Consumo,-4480.9
1976,Gas Distribuido,Consumo,-4932.2
1977,Gas Distribuido,Consumo,-4930.7
1978,Gas Distribuido,Consumo,-4992.7
1979,Gas Distribuido,Consumo,-5387.7
1980,Gas Distribuido,Consumo,-5686.6
1981,Gas Distribuido,Consumo,-5766.7
1982,Gas Distribuido,Consumo,-5919.5
1983,Gas Distribuido,Consumo,-7271.7
1984,Gas Distribuido,Consumo,-8051
1985,Gas Distribuido,Consumo,-7959.3
1986,Gas Distribuido,Consumo,-8929.4
1987,Gas Distribuido,Consumo,-9357.9
1988,Gas Distribuido,Consumo,-10018.4
1989,Gas Distribuido,Consumo,-9748
1990,Gas Distribuido,Consumo,-9926.6
1991,Gas Distribuido,Consumo,-10233.5
1992,Gas Distribuido,Consumo,-10650.4
1993,Gas Distribuido,Consumo,-12003.9
1994,Gas Distribuido,Consumo,-12718.9
1995,Gas Distribuido,Consumo,-13081.3
1996,Gas Distribuido,Consumo,-13392.1
1997,Gas Distribuido,Consumo,-14150.5
1998,Gas Distribuido,Consumo,-14696.5
1999,Gas Distribuido,Consumo,-14950.3
2000,Gas Distribuido,Consumo,-15674.9
2001,Gas Distribuido,Consumo,-15602
2002,Gas Distribuido,Consumo,-15560.5
2003,Gas Distribuido,Consumo,-17070.6
2004,Gas Distribuido,Consumo,-17819.1
2005,Gas Distribuido,Consumo,-19017.3
2006,Gas Distribuido,Consumo,-19532.7
2007,Gas Distribuido,Consumo,-20624.3
2008,Gas Distribuido,Consumo,-19895.1
2009,Gas Distribuido,Consumo,-19009.7
2010,Gas Distribuido,Consumo,-19700.2
2011,Gas Distribuido,Consumo,-20774.6
2012,Gas Distribuido,Consumo,-20738.8
2013,Gas Distribuido,Consumo,-21693.8
2014,Gas Distribuido,Consumo,-21587.4
2015,Gas Distribuido,Consumo,-22067.7
1960,Gas de Refineria,Oferta,-11.7
1961,Gas de Refineria,Oferta,-5.2
1962,Gas de Refineria,Oferta,-15.9
1963,Gas de Refineria,Oferta,-39.5
1964,Gas de Refineria,Oferta,-61
1965,Gas de Refineria,Oferta,-66.7
1966,Gas de Refineria,Oferta,-86.7
1967,Gas de Refineria,Oferta,-95
1968,Gas de Refineria,Oferta,-85.5
1969,Gas de Refineria,Oferta,-136.8
1970,Gas de Refineria,Oferta,-89.9
1971,Gas de Refineria,Oferta,-87.8
1972,Gas de Refineria,Oferta,-74.1
1973,Gas de Refineria,Oferta,-78.1
1974,Gas de Refineria,Oferta,-69.8
1975,Gas de Refineria,Oferta,-25.7
1976,Gas de Refineria,Oferta,-125.2
1977,Gas de Refineria,Oferta,-177.4
1978,Gas de Refineria,Oferta,-219.3
1979,Gas de Refineria,Oferta,-86.7
1980,Gas de Refineria,Oferta,-50.8
1981,Gas de Refineria,Oferta,-44
1982,Gas de Refineria,Oferta,-61.2
1983,Gas de Refineria,Oferta,-66.8
1984,Gas de Refineria,Oferta,-66.9
1985,Gas de Refineria,Oferta,-31.2
1986,Gas de Refineria,Oferta,-20.4
1987,Gas de Refineria,Oferta,-26.5
1988,Gas de Refineria,Oferta,-29.6
1989,Gas de Refineria,Oferta,-60.1
1990,Gas de Refineria,Oferta,-46.7
1991,Gas de Refineria,Oferta,-151.5
1992,Gas de Refineria,Oferta,-171.5
1993,Gas de Refineria,Oferta,26
1994,Gas de Refineria,Oferta,-122.9
1995,Gas de Refineria,Oferta,-45.4
1996,Gas de Refineria,Oferta,-61.6
1997,Gas de Refineria,Oferta,-101.4
1998,Gas de Refineria,Oferta,-138.9
1999,Gas de Refineria,Oferta,-220.5
2000,Gas de Refineria,Oferta,-54.6
2001,Gas de Refineria,Oferta,-150.3
2002,Gas de Refineria,Oferta,-76.4
2003,Gas de Refineria,Oferta,-75.3
2004,Gas de Refineria,Oferta,-247.5
2005,Gas de Refineria,Oferta,-279.7
2006,Gas de Refineria,Oferta,-229.5
2007,Gas de Refineria,Oferta,-210.9
2008,Gas de Refineria,Oferta,-177.3
2009,Gas de Refineria,Oferta,-102.7
2010,Gas de Refineria,Oferta,44.3
2011,Gas de Refineria,Oferta,-26.9
2012,Gas de Refineria,Oferta,-50.4
2013,Gas de Refineria,Oferta,-105.1
2014,Gas de Refineria,Oferta,-58
2015,Gas de Refineria,Oferta,-120.7
1960,Gas de Refineria,Transformacion,131.6
1961,Gas de Refineria,Transformacion,132.8
1962,Gas de Refineria,Transformacion,187.3
1963,Gas de Refineria,Transformacion,224
1964,Gas de Refineria,Transformacion,247.7
1965,Gas de Refineria,Transformacion,248.9
1966,Gas de Refineria,Transformacion,274.6
1967,Gas de Refineria,Transformacion,283.3
1968,Gas de Refineria,Transformacion,245.1
1969,Gas de Refineria,Transformacion,374.6
1970,Gas de Refineria,Transformacion,375.6
1971,Gas de Refineria,Transformacion,403.8
1972,Gas de Refineria,Transformacion,420
1973,Gas de Refineria,Transformacion,454
1974,Gas de Refineria,Transformacion,484.5
1975,Gas de Refineria,Transformacion,380.7
1976,Gas de Refineria,Transformacion,418.6
1977,Gas de Refineria,Transformacion,464.4
1978,Gas de Refineria,Transformacion,493.3
1979,Gas de Refineria,Transformacion,424.4
1980,Gas de Refineria,Transformacion,412
1981,Gas de Refineria,Transformacion,397.7
1982,Gas de Refineria,Transformacion,402.2
1983,Gas de Refineria,Transformacion,438.9
1984,Gas de Refineria,Transformacion,457.8
1985,Gas de Refineria,Transformacion,439.4
1986,Gas de Refineria,Transformacion,429.3
1987,Gas de Refineria,Transformacion,460.8
1988,Gas de Refineria,Transformacion,468.6
1989,Gas de Refineria,Transformacion,486.5
1990,Gas de Refineria,Transformacion,564.5
1991,Gas de Refineria,Transformacion,620.6
1992,Gas de Refineria,Transformacion,644.2
1993,Gas de Refineria,Transformacion,667.8
1994,Gas de Refineria,Transformacion,691.4
1995,Gas de Refineria,Transformacion,583.5
1996,Gas de Refineria,Transformacion,631.2
1997,Gas de Refineria,Transformacion,678.8
1998,Gas de Refineria,Transformacion,724.2
1999,Gas de Refineria,Transformacion,774.1
2000,Gas de Refineria,Transformacion,651
2001,Gas de Refineria,Transformacion,862.6
2002,Gas de Refineria,Transformacion,863.3
2003,Gas de Refineria,Transformacion,983.4
2004,Gas de Refineria,Transformacion,951.2
2005,Gas de Refineria,Transformacion,933
2006,Gas de Refineria,Transformacion,916
2007,Gas de Refineria,Transformacion,939.5
2008,Gas de Refineria,Transformacion,910.5
2009,Gas de Refineria,Transformacion,916.6
2010,Gas de Refineria,Transformacion,850.3
2011,Gas de Refineria,Transformacion,926.7
2012,Gas de Refineria,Transformacion,1106.1
2013,Gas de Refineria,Transformacion,1145.4
2014,Gas de Refineria,Transformacion,1096.2
2015,Gas de Refineria,Transformacion,1198.8
1960,Gas de Refineria,Consumo,-120
1961,Gas de Refineria,Consumo,-127.6
1962,Gas de Refineria,Consumo,-171.4
1963,Gas de Refineria,Consumo,-184.5
1964,Gas de Refineria,Consumo,-186.7
1965,Gas de Refineria,Consumo,-182.3
1966,Gas de Refineria,Consumo,-187.9
1967,Gas de Refineria,Consumo,-188.3
1968,Gas de Refineria,Consumo,-159.5
1969,Gas de Refineria,Consumo,-237.7
1970,Gas de Refineria,Consumo,-285.7
1971,Gas de Refineria,Consumo,-315.9
1972,Gas de Refineria,Consumo,-345.9
1973,Gas de Refineria,Consumo,-375.9
1974,Gas de Refineria,Consumo,-414.7
1975,Gas de Refineria,Consumo,-355
1976,Gas de Refineria,Consumo,-293.4
1977,Gas de Refineria,Consumo,-287.1
1978,Gas de Refineria,Consumo,-274
1979,Gas de Refineria,Consumo,-337.7
1980,Gas de Refineria,Consumo,-361.1
1981,Gas de Refineria,Consumo,-353.7
1982,Gas de Refineria,Consumo,-341
1983,Gas de Refineria,Consumo,-372.1
1984,Gas de Refineria,Consumo,-390.8
1985,Gas de Refineria,Consumo,-408.2
1986,Gas de Refineria,Consumo,-408.9
1987,Gas de Refineria,Consumo,-434.2
1988,Gas de Refineria,Consumo,-439
1989,Gas de Refineria,Consumo,-426.3
1990,Gas de Refineria,Consumo,-517.8
1991,Gas de Refineria,Consumo,-469.1
1992,Gas de Refineria,Consumo,-472.7
1993,Gas de Refineria,Consumo,-693.8
1994,Gas de Refineria,Consumo,-568.5
1995,Gas de Refineria,Consumo,-538.2
1996,Gas de Refineria,Consumo,-569.5
1997,Gas de Refineria,Consumo,-577.4
1998,Gas de Refineria,Consumo,-585.3
1999,Gas de Refineria,Consumo,-553.6
2000,Gas de Refineria,Consumo,-596.4
2001,Gas de Refineria,Consumo,-712.3
2002,Gas de Refineria,Consumo,-786.9
2003,Gas de Refineria,Consumo,-908
2004,Gas de Refineria,Consumo,-703.7
2005,Gas de Refineria,Consumo,-653.3
2006,Gas de Refineria,Consumo,-686.5
2007,Gas de Refineria,Consumo,-728.6
2008,Gas de Refineria,Consumo,-733.3
2009,Gas de Refineria,Consumo,-813.9
2010,Gas de Refineria,Consumo,-894.6
2011,Gas de Refineria,Consumo,-899.8
2012,Gas de Refineria,Consumo,-1055.8
2013,Gas de Refineria,Consumo,-1040.3
2014,Gas de Refineria,Consumo,-1038.2
2015,Gas de Refineria,Consumo,-1078.1
1960,GLP,Oferta,4
1961,GLP,Oferta,-41.2
1962,GLP,Oferta,-17.4
1963,GLP,Oferta,-16.1
1964,GLP,Oferta,1.9
1965,GLP,Oferta,0
1966,GLP,Oferta,9.1
1967,GLP,Oferta,-9.4
1968,GLP,Oferta,-2.4
1969,GLP,Oferta,-13.5
1970,GLP,Oferta,302.2
1971,GLP,Oferta,339.2
1972,GLP,Oferta,287.2
1973,GLP,Oferta,171.7
1974,GLP,Oferta,333
1975,GLP,Oferta,397.9
1976,GLP,Oferta,415.4
1977,GLP,Oferta,407.6
1978,GLP,Oferta,480.7
1979,GLP,Oferta,529.4
1980,GLP,Oferta,400.2
1981,GLP,Oferta,173.9
1982,GLP,Oferta,-137.3
1983,GLP,Oferta,-143.4
1984,GLP,Oferta,-134.9
1985,GLP,Oferta,-62.6
1986,GLP,Oferta,-34.9
1987,GLP,Oferta,57
1988,GLP,Oferta,-97.7
1989,GLP,Oferta,-121.6
1990,GLP,Oferta,-246.4
1991,GLP,Oferta,-319.4
1992,GLP,Oferta,-637.5
1993,GLP,Oferta,-547.5
1994,GLP,Oferta,-370.3
1995,GLP,Oferta,-585
1996,GLP,Oferta,-689.4
1997,GLP,Oferta,-719.4
1998,GLP,Oferta,-714.9
1999,GLP,Oferta,-984.9
2000,GLP,Oferta,-1010.4
2001,GLP,Oferta,-1512.9
2002,GLP,Oferta,-1816.2
2003,GLP,Oferta,-2005.5
2004,GLP,Oferta,-2108.8
2005,GLP,Oferta,-1912.1
2006,GLP,Oferta,-1904
2007,GLP,Oferta,-1632
2008,GLP,Oferta,-1749.3
2009,GLP,Oferta,-1856.8
2010,GLP,Oferta,-1399
2011,GLP,Oferta,-1384
2012,GLP,Oferta,-1026.6
2013,GLP,Oferta,-883.1
2014,GLP,Oferta,-965.8
2015,GLP,Oferta,-940.7
1960,GLP,Transformacion,79.3
1961,GLP,Transformacion,140.9
1962,GLP,Transformacion,311.7
1963,GLP,Transformacion,323.2
1964,GLP,Transformacion,332.2
1965,GLP,Transformacion,326.9
1966,GLP,Transformacion,357.2
1967,GLP,Transformacion,372.8
1968,GLP,Transformacion,458.7
1969,GLP,Transformacion,518.5
1970,GLP,Transformacion,618.7
1971,GLP,Transformacion,657.3
1972,GLP,Transformacion,720.5
1973,GLP,Transformacion,832.7
1974,GLP,Transformacion,703.5
1975,GLP,Transformacion,648.3
1976,GLP,Transformacion,654
1977,GLP,Transformacion,629.6
1978,GLP,Transformacion,645.9
1979,GLP,Transformacion,677.7
1980,GLP,Transformacion,787.1
1981,GLP,Transformacion,977.5
1982,GLP,Transformacion,1265.9
1983,GLP,Transformacion,1290.5
1984,GLP,Transformacion,1331.3
1985,GLP,Transformacion,1250.9
1986,GLP,Transformacion,1251.2
1987,GLP,Transformacion,1219.2
1988,GLP,Transformacion,1312.6
1989,GLP,Transformacion,1401.2
1990,GLP,Transformacion,1595.3
1991,GLP,Transformacion,1647.8
1992,GLP,Transformacion,1903.5
1993,GLP,Transformacion,1832.2
1994,GLP,Transformacion,1705.3
1995,GLP,Transformacion,1943.9
1996,GLP,Transformacion,2072.1
1997,GLP,Transformacion,2202.5
1998,GLP,Transformacion,2308.2
1999,GLP,Transformacion,2544.7
2000,GLP,Transformacion,2660.4
2001,GLP,Transformacion,3079
2002,GLP,Transformacion,3227.5
2003,GLP,Transformacion,3550.9
2004,GLP,Transformacion,3819.2
2005,GLP,Transformacion,3556.6
2006,GLP,Transformacion,3574.7
2007,GLP,Transformacion,3317.7
2008,GLP,Transformacion,3370.7
2009,GLP,Transformacion,3310.8
2010,GLP,Transformacion,3729.4
2011,GLP,Transformacion,3223.9
2012,GLP,Transformacion,2989.6
2013,GLP,Transformacion,2891.5
2014,GLP,Transformacion,2882
2015,GLP,Transformacion,2841.4
1960,GLP,Consumo,-83.3
1961,GLP,Consumo,-99.8
1962,GLP,Consumo,-294.3
1963,GLP,Consumo,-307.1
1964,GLP,Consumo,-334.1
1965,GLP,Consumo,-326.9
1966,GLP,Consumo,-366.3
1967,GLP,Consumo,-363.4
1968,GLP,Consumo,-456.3
1969,GLP,Consumo,-505.1
1970,GLP,Consumo,-920.9
1971,GLP,Consumo,-996.5
1972,GLP,Consumo,-1007.7
1973,GLP,Consumo,-1004.4
1974,GLP,Consumo,-1036.5
1975,GLP,Consumo,-1046.2
1976,GLP,Consumo,-1069.5
1977,GLP,Consumo,-1037.2
1978,GLP,Consumo,-1126.6
1979,GLP,Consumo,-1207.1
1980,GLP,Consumo,-1187.3
1981,GLP,Consumo,-1151.4
1982,GLP,Consumo,-1128.6
1983,GLP,Consumo,-1147.1
1984,GLP,Consumo,-1196.4
1985,GLP,Consumo,-1188.3
1986,GLP,Consumo,-1216.3
1987,GLP,Consumo,-1276.2
1988,GLP,Consumo,-1215
1989,GLP,Consumo,-1279.6
1990,GLP,Consumo,-1348.9
1991,GLP,Consumo,-1328.4
1992,GLP,Consumo,-1266
1993,GLP,Consumo,-1284.7
1994,GLP,Consumo,-1335
1995,GLP,Consumo,-1358.8
1996,GLP,Consumo,-1382.7
1997,GLP,Consumo,-1483.1
1998,GLP,Consumo,-1593.3
1999,GLP,Consumo,-1559.8
2000,GLP,Consumo,-1650
2001,GLP,Consumo,-1566.1
2002,GLP,Consumo,-1411.3
2003,GLP,Consumo,-1545.4
2004,GLP,Consumo,-1710.4
2005,GLP,Consumo,-1644.5
2006,GLP,Consumo,-1670.8
2007,GLP,Consumo,-1685.7
2008,GLP,Consumo,-1621.4
2009,GLP,Consumo,-1454
2010,GLP,Consumo,-2330.4
2011,GLP,Consumo,-1839.9
2012,GLP,Consumo,-1963
2013,GLP,Consumo,-2008.5
2014,GLP,Consumo,-1916.2
2015,GLP,Consumo,-1900.7
1960,Gasolina Estabilizada,Oferta,0
1961,Gasolina Estabilizada,Oferta,0
1962,Gasolina Estabilizada,Oferta,0
1963,Gasolina Estabilizada,Oferta,0
1964,Gasolina Estabilizada,Oferta,0
1965,Gasolina Estabilizada,Oferta,0
1966,Gasolina Estabilizada,Oferta,0
1967,Gasolina Estabilizada,Oferta,0
1968,Gasolina Estabilizada,Oferta,0
1969,Gasolina Estabilizada,Oferta,0
1970,Gasolina Estabilizada,Oferta,0
1971,Gasolina Estabilizada,Oferta,0
1972,Gasolina Estabilizada,Oferta,0
1973,Gasolina Estabilizada,Oferta,0
1974,Gasolina Estabilizada,Oferta,0
1975,Gasolina Estabilizada,Oferta,0
1976,Gasolina Estabilizada,Oferta,0
1977,Gasolina Estabilizada,Oferta,0
1978,Gasolina Estabilizada,Oferta,0
1979,Gasolina Estabilizada,Oferta,0
1980,Gasolina Estabilizada,Oferta,0
1981,Gasolina Estabilizada,Oferta,0
1982,Gasolina Estabilizada,Oferta,0
1983,Gasolina Estabilizada,Oferta,0
1984,Gasolina Estabilizada,Oferta,0
1985,Gasolina Estabilizada,Oferta,0
1986,Gasolina Estabilizada,Oferta,0
1987,Gasolina Estabilizada,Oferta,0
1988,Gasolina Estabilizada,Oferta,0
1989,Gasolina Estabilizada,Oferta,0
1990,Gasolina Estabilizada,Oferta,0
1991,Gasolina Estabilizada,Oferta,0
1992,Gasolina Estabilizada,Oferta,0
1993,Gasolina Estabilizada,Oferta,0
1994,Gasolina Estabilizada,Oferta,0
1995,Gasolina Estabilizada,Oferta,0
1996,Gasolina Estabilizada,Oferta,-25.8
1997,Gasolina Estabilizada,Oferta,-66.3
1998,Gasolina Estabilizada,Oferta,-99.9
1999,Gasolina Estabilizada,Oferta,0
2000,Gasolina Estabilizada,Oferta,-4.8
2001,Gasolina Estabilizada,Oferta,-98.9
2002,Gasolina Estabilizada,Oferta,-272.8
2003,Gasolina Estabilizada,Oferta,-355.3
2004,Gasolina Estabilizada,Oferta,-371.5
2005,Gasolina Estabilizada,Oferta,-285.3
2006,Gasolina Estabilizada,Oferta,-257
2007,Gasolina Estabilizada,Oferta,-186.7
2008,Gasolina Estabilizada,Oferta,-207
2009,Gasolina Estabilizada,Oferta,-190
2010,Gasolina Estabilizada,Oferta,-312
2011,Gasolina Estabilizada,Oferta,-224.5
2012,Gasolina Estabilizada,Oferta,-272
2013,Gasolina Estabilizada,Oferta,-220.2
2014,Gasolina Estabilizada,Oferta,-243
2015,Gasolina Estabilizada,Oferta,-212.8
1960,Gasolina Estabilizada,Transformacion,0
1961,Gasolina Estabilizada,Transformacion,0
1962,Gasolina Estabilizada,Transformacion,0
1963,Gasolina Estabilizada,Transformacion,0
1964,Gasolina Estabilizada,Transformacion,0
1965,Gasolina Estabilizada,Transformacion,0
1966,Gasolina Estabilizada,Transformacion,0
1967,Gasolina Estabilizada,Transformacion,0
1968,Gasolina Estabilizada,Transformacion,0
1969,Gasolina Estabilizada,Transformacion,0
1970,Gasolina Estabilizada,Transformacion,0
1971,Gasolina Estabilizada,Transformacion,0
1972,Gasolina Estabilizada,Transformacion,0
1973,Gasolina Estabilizada,Transformacion,0
1974,Gasolina Estabilizada,Transformacion,0
1975,Gasolina Estabilizada,Transformacion,0
1976,Gasolina Estabilizada,Transformacion,0
1977,Gasolina Estabilizada,Transformacion,0
1978,Gasolina Estabilizada,Transformacion,80
1979,Gasolina Estabilizada,Transformacion,80
1980,Gasolina Estabilizada,Transformacion,90
1981,Gasolina Estabilizada,Transformacion,90
1982,Gasolina Estabilizada,Transformacion,100
1983,Gasolina Estabilizada,Transformacion,80
1984,Gasolina Estabilizada,Transformacion,100
1985,Gasolina Estabilizada,Transformacion,90
1986,Gasolina Estabilizada,Transformacion,70
1987,Gasolina Estabilizada,Transformacion,60
1988,Gasolina Estabilizada,Transformacion,80
1989,Gasolina Estabilizada,Transformacion,90
1990,Gasolina Estabilizada,Transformacion,100
1991,Gasolina Estabilizada,Transformacion,70
1992,Gasolina Estabilizada,Transformacion,100
1993,Gasolina Estabilizada,Transformacion,160.1
1994,Gasolina Estabilizada,Transformacion,159.7
1995,Gasolina Estabilizada,Transformacion,177.6
1996,Gasolina Estabilizada,Transformacion,164.8
1997,Gasolina Estabilizada,Transformacion,150.5
1998,Gasolina Estabilizada,Transformacion,165.3
1999,Gasolina Estabilizada,Transformacion,178.8
2000,Gasolina Estabilizada,Transformacion,75.5
2001,Gasolina Estabilizada,Transformacion,217.8
2002,Gasolina Estabilizada,Transformacion,272.8
2003,Gasolina Estabilizada,Transformacion,373.2
2004,Gasolina Estabilizada,Transformacion,389.5
2005,Gasolina Estabilizada,Transformacion,285.3
2006,Gasolina Estabilizada,Transformacion,296.7
2007,Gasolina Estabilizada,Transformacion,260.7
2008,Gasolina Estabilizada,Transformacion,600
2009,Gasolina Estabilizada,Transformacion,448
2010,Gasolina Estabilizada,Transformacion,417
2011,Gasolina Estabilizada,Transformacion,224.5
2012,Gasolina Estabilizada,Transformacion,386
2013,Gasolina Estabilizada,Transformacion,220.2
2014,Gasolina Estabilizada,Transformacion,391
2015,Gasolina Estabilizada,Transformacion,212.8
1960,Gasolina Estabilizada,Consumo,0
1961,Gasolina Estabilizada,Consumo,0
1962,Gasolina Estabilizada,Consumo,0
1963,Gasolina Estabilizada,Consumo,0
1964,Gasolina Estabilizada,Consumo,0
1965,Gasolina Estabilizada,Consumo,0
1966,Gasolina Estabilizada,Consumo,0
1967,Gasolina Estabilizada,Consumo,0
1968,Gasolina Estabilizada,Consumo,0
1969,Gasolina Estabilizada,Consumo,0
1970,Gasolina Estabilizada,Consumo,0
1971,Gasolina Estabilizada,Consumo,0
1972,Gasolina Estabilizada,Consumo,0
1973,Gasolina Estabilizada,Consumo,0
1974,Gasolina Estabilizada,Consumo,0
1975,Gasolina Estabilizada,Consumo,0
1976,Gasolina Estabilizada,Consumo,0
1977,Gasolina Estabilizada,Consumo,0
1978,Gasolina Estabilizada,Consumo,-80
1979,Gasolina Estabilizada,Consumo,-80
1980,Gasolina Estabilizada,Consumo,-90
1981,Gasolina Estabilizada,Consumo,-90
1982,Gasolina Estabilizada,Consumo,-100
1983,Gasolina Estabilizada,Consumo,-80
1984,Gasolina Estabilizada,Consumo,-100
1985,Gasolina Estabilizada,Consumo,-90
1986,Gasolina Estabilizada,Consumo,-70
1987,Gasolina Estabilizada,Consumo,-60
1988,Gasolina Estabilizada,Consumo,-80
1989,Gasolina Estabilizada,Consumo,-90
1990,Gasolina Estabilizada,Consumo,-100
1991,Gasolina Estabilizada,Consumo,-70
1992,Gasolina Estabilizada,Consumo,-100
1993,Gasolina Estabilizada,Consumo,-160.1
